cellI,x,y,z,V,Ux,Uy,Uz
0,0.0125603,0.00625,0.005,3.14008e-06,3.59545,0.00153802,0
1,0.0376666,0.00625,0.005,3.13649e-06,3.59068,0.0022285,0
2,0.0627442,0.00625,0.005,3.13291e-06,3.58424,0.00265136,0
3,0.0877932,0.00625,0.005,3.12933e-06,3.57676,0.00303611,0
4,0.112813,0.00625,0.005,3.12575e-06,3.56874,0.00337833,0
5,0.137805,0.00625,0.005,3.12218e-06,3.56031,0.00366812,0
6,0.162768,0.00625,0.005,3.11861e-06,3.55154,0.00391171,0
7,0.187703,0.00625,0.005,3.11504e-06,3.54247,0.00411635,0
8,0.212609,0.00625,0.005,3.11148e-06,3.53317,0.00428682,0
9,0.237487,0.00625,0.005,3.10792e-06,3.5237,0.00442637,0
10,0.262336,0.00625,0.005,3.10437e-06,3.5141,0.00453784,0
11,0.287156,0.00625,0.005,3.10082e-06,3.50442,0.00462456,0
12,0.311949,0.00625,0.005,3.09728e-06,3.49468,0.00468942,0
13,0.336713,0.00625,0.005,3.09374e-06,3.48493,0.00473419,0
14,0.361449,0.00625,0.005,3.0902e-06,3.47517,0.00476097,0
15,0.386156,0.00625,0.005,3.08667e-06,3.46544,0.0047718,0
16,0.410835,0.00625,0.005,3.08314e-06,3.45574,0.00476855,0
17,0.435486,0.00625,0.005,3.07961e-06,3.44611,0.004753,0
18,0.460109,0.00625,0.005,3.07609e-06,3.43654,0.00472679,0
19,0.484704,0.00625,0.005,3.07258e-06,3.42706,0.00469146,0
20,0.50927,0.00625,0.005,3.06906e-06,3.41766,0.00464836,0
21,0.533809,0.00625,0.005,3.06556e-06,3.40836,0.00459867,0
22,0.558319,0.00625,0.005,3.06205e-06,3.39917,0.00454346,0
23,0.582802,0.00625,0.005,3.05855e-06,3.39008,0.00448368,0
24,0.607256,0.00625,0.005,3.05505e-06,3.3811,0.00442018,0
25,0.631683,0.00625,0.005,3.05156e-06,3.37223,0.00435362,0
26,0.656081,0.00625,0.005,3.04807e-06,3.36348,0.00428461,0
27,0.680452,0.00625,0.005,3.04459e-06,3.35484,0.00421368,0
28,0.704795,0.00625,0.005,3.04111e-06,3.34632,0.00414132,0
29,0.72911,0.00625,0.005,3.03763e-06,3.33792,0.00406797,0
30,0.753397,0.00625,0.005,3.03416e-06,3.32963,0.00399398,0
31,0.777656,0.00625,0.005,3.03069e-06,3.32146,0.00391967,0
32,0.801888,0.00625,0.005,3.02723e-06,3.31341,0.0038453,0
33,0.826092,0.00625,0.005,3.02377e-06,3.30548,0.00377109,0
34,0.850268,0.00625,0.005,3.02031e-06,3.29765,0.00369725,0
35,0.874417,0.00625,0.005,3.01686e-06,3.28995,0.00362391,0
36,0.898538,0.00625,0.005,3.01341e-06,3.28235,0.00355118,0
37,0.922631,0.00625,0.005,3.00996e-06,3.27487,0.00347918,0
38,0.946697,0.00625,0.005,3.00652e-06,3.2675,0.00340796,0
39,0.970736,0.00625,0.005,3.00309e-06,3.26024,0.00333762,0
40,0.994747,0.00625,0.005,2.99965e-06,3.25308,0.00326818,0
41,1.01873,0.00625,0.005,2.99622e-06,3.24604,0.00319969,0
42,1.04269,0.00625,0.005,2.9928e-06,3.2391,0.00313215,0
43,1.06662,0.00625,0.005,2.98938e-06,3.23226,0.0030656,0
44,1.09052,0.00625,0.005,2.98596e-06,3.22553,0.00300004,0
45,1.11439,0.00625,0.005,2.98255e-06,3.2189,0.00293547,0
46,1.13824,0.00625,0.005,2.97914e-06,3.21237,0.0028719,0
47,1.16206,0.00625,0.005,2.97573e-06,3.20594,0.0028093,0
48,1.18585,0.00625,0.005,2.97233e-06,3.19961,0.00274767,0
49,1.20961,0.00625,0.005,2.96893e-06,3.19337,0.00268699,0
50,1.23335,0.00625,0.005,2.96554e-06,3.18724,0.00262728,0
51,1.25706,0.00625,0.005,2.96215e-06,3.1812,0.00256859,0
52,1.28075,0.00625,0.005,2.95876e-06,3.17525,0.00251118,0
53,1.3044,0.00625,0.005,2.95538e-06,3.1694,0.00245627,0
54,1.32803,0.00625,0.005,2.952e-06,3.16364,0.00240472,0
55,1.35163,0.00625,0.005,2.94863e-06,3.15797,0.00235583,0
56,1.37521,0.00625,0.005,2.94526e-06,3.15239,0.00230855,0
57,1.39876,0.00625,0.005,2.94189e-06,3.1469,0.00226247,0
58,1.42228,0.00625,0.005,2.93853e-06,3.1415,0.00221743,0
59,1.44578,0.00625,0.005,2.93517e-06,3.13618,0.00217334,0
60,1.46924,0.00625,0.005,2.93181e-06,3.13094,0.00213021,0
61,1.49268,0.00625,0.005,2.92846e-06,3.12578,0.00208801,0
62,1.5161,0.00625,0.005,2.92511e-06,3.12071,0.00204676,0
63,1.53949,0.00625,0.005,2.92177e-06,3.11571,0.00200646,0
64,1.56285,0.00625,0.005,2.91843e-06,3.11078,0.00196712,0
65,1.58618,0.00625,0.005,2.91509e-06,3.10594,0.00192875,0
66,1.60949,0.00625,0.005,2.91176e-06,3.10116,0.00189118,0
67,1.63277,0.00625,0.005,2.90843e-06,3.09646,0.00185413,0
68,1.65602,0.00625,0.005,2.90511e-06,3.09183,0.00181759,0
69,1.67925,0.00625,0.005,2.90179e-06,3.08727,0.00178162,0
70,1.70245,0.00625,0.005,2.89847e-06,3.08278,0.0017463,0
71,1.72563,0.00625,0.005,2.89516e-06,3.07836,0.00171168,0
72,1.74877,0.00625,0.005,2.89185e-06,3.074,0.00167781,0
73,1.7719,0.00625,0.005,2.88854e-06,3.06971,0.00164469,0
74,1.79499,0.00625,0.005,2.88524e-06,3.06549,0.00161232,0
75,1.81806,0.00625,0.005,2.88194e-06,3.06132,0.00158071,0
76,1.8411,0.00625,0.005,2.87864e-06,3.05722,0.00154984,0
77,1.86412,0.00625,0.005,2.87535e-06,3.05318,0.0015197,0
78,1.88711,0.00625,0.005,2.87207e-06,3.0492,0.00149026,0
79,1.91007,0.00625,0.005,2.86878e-06,3.04528,0.00146148,0
80,1.93301,0.00625,0.005,2.8655e-06,3.04142,0.00143342,0
81,1.95592,0.00625,0.005,2.86223e-06,3.03761,0.00140606,0
82,1.9788,0.00625,0.005,2.85896e-06,3.03386,0.00137941,0
83,2.00166,0.00625,0.005,2.85569e-06,3.03017,0.00135342,0
84,2.0245,0.00625,0.005,2.85242e-06,3.02653,0.00132807,0
85,2.0473,0.00625,0.005,2.84916e-06,3.02295,0.00130334,0
86,2.07008,0.00625,0.005,2.84591e-06,3.01941,0.00127921,0
87,2.09284,0.00625,0.005,2.84265e-06,3.01593,0.00125565,0
88,2.11556,0.00625,0.005,2.8394e-06,3.0125,0.00123265,0
89,2.13827,0.00625,0.005,2.83616e-06,3.00912,0.00121018,0
90,2.16094,0.00625,0.005,2.83292e-06,3.00578,0.00118824,0
91,2.18359,0.00625,0.005,2.82968e-06,3.0025,0.00116683,0
92,2.20622,0.00625,0.005,2.82644e-06,2.99926,0.00114593,0
93,2.22882,0.00625,0.005,2.82321e-06,2.99607,0.00112553,0
94,2.25139,0.00625,0.005,2.81998e-06,2.99293,0.00110562,0
95,2.27394,0.00625,0.005,2.81676e-06,2.98983,0.00108618,0
96,2.29646,0.00625,0.005,2.81354e-06,2.98677,0.0010672,0
97,2.31895,0.00625,0.005,2.81032e-06,2.98376,0.00104866,0
98,2.34142,0.00625,0.005,2.80711e-06,2.98079,0.00103056,0
99,2.36387,0.00625,0.005,2.8039e-06,2.97787,0.00101287,0
100,2.38628,0.00625,0.005,2.8007e-06,2.97498,0.000995596,0
101,2.40868,0.00625,0.005,2.7975e-06,2.97214,0.000978713,0
102,2.43104,0.00625,0.005,2.7943e-06,2.96933,0.000962213,0
103,2.45339,0.00625,0.005,2.7911e-06,2.96657,0.000946088,0
104,2.4757,0.00625,0.005,2.78791e-06,2.96384,0.000930329,0
105,2.49799,0.00625,0.005,2.78473e-06,2.96115,0.000914929,0
106,2.52026,0.00625,0.005,2.78154e-06,2.9585,0.000899877,0
107,2.5425,0.00625,0.005,2.77836e-06,2.95588,0.000885166,0
108,2.56471,0.00625,0.005,2.77519e-06,2.95331,0.000870787,0
109,2.5869,0.00625,0.005,2.77201e-06,2.95076,0.000856733,0
110,2.60906,0.00625,0.005,2.76884e-06,2.94825,0.000842996,0
111,2.6312,0.00625,0.005,2.76568e-06,2.94578,0.000829567,0
112,2.65331,0.00625,0.005,2.76252e-06,2.94334,0.00081644,0
113,2.6754,0.00625,0.005,2.75936e-06,2.94093,0.000803607,0
114,2.69746,0.00625,0.005,2.75621e-06,2.93855,0.00079106,0
115,2.7195,0.00625,0.005,2.75305e-06,2.93621,0.000778791,0
116,2.74151,0.00625,0.005,2.74991e-06,2.93389,0.000766794,0
117,2.7635,0.00625,0.005,2.74676e-06,2.93161,0.000755062,0
118,2.78546,0.00625,0.005,2.74362e-06,2.92936,0.000743589,0
119,2.8074,0.00625,0.005,2.74049e-06,2.92713,0.000732367,0
120,2.82931,0.00625,0.005,2.73735e-06,2.92494,0.000721391,0
121,2.8512,0.00625,0.005,2.73423e-06,2.92277,0.000710656,0
122,2.87306,0.00625,0.005,2.7311e-06,2.92063,0.000700155,0
123,2.89489,0.00625,0.005,2.72798e-06,2.91852,0.000689885,0
124,2.9167,0.00625,0.005,2.72486e-06,2.91644,0.00067984,0
125,2.93849,0.00625,0.005,2.72174e-06,2.91438,0.000670016,0
126,2.96025,0.00625,0.005,2.71863e-06,2.91235,0.000660407,0
127,2.98199,0.00625,0.005,2.71553e-06,2.91035,0.000651009,0
128,3.0037,0.00625,0.005,2.71242e-06,2.90837,0.000641817,0
129,3.02539,0.00625,0.005,2.70932e-06,2.90641,0.000632827,0
130,3.04705,0.00625,0.005,2.70622e-06,2.90448,0.000624033,0
131,3.06869,0.00625,0.005,2.70313e-06,2.90257,0.000615432,0
132,3.0903,0.00625,0.005,2.70004e-06,2.90069,0.000607019,0
133,3.11189,0.00625,0.005,2.69695e-06,2.89883,0.00059879,0
134,3.13345,0.00625,0.005,2.69387e-06,2.89699,0.000590742,0
135,3.15499,0.00625,0.005,2.69079e-06,2.89517,0.000582871,0
136,3.1765,0.00625,0.005,2.68771e-06,2.89338,0.000575172,0
137,3.19799,0.00625,0.005,2.68464e-06,2.8916,0.000567642,0
138,3.21946,0.00625,0.005,2.68157e-06,2.88985,0.000560279,0
139,3.2409,0.00625,0.005,2.67851e-06,2.88812,0.000553078,0
140,3.26231,0.00625,0.005,2.67545e-06,2.8864,0.000546036,0
141,3.28371,0.00625,0.005,2.67239e-06,2.88471,0.000539148,0
142,3.30507,0.00625,0.005,2.66933e-06,2.88304,0.000532411,0
143,3.32642,0.00625,0.005,2.66628e-06,2.88139,0.000525822,0
144,3.34773,0.00625,0.005,2.66323e-06,2.87975,0.000519376,0
145,3.36903,0.00625,0.005,2.66019e-06,2.87813,0.000513072,0
146,3.3903,0.00625,0.005,2.65715e-06,2.87654,0.000506907,0
147,3.41154,0.00625,0.005,2.65411e-06,2.87496,0.000500877,0
148,3.43276,0.00625,0.005,2.65108e-06,2.87339,0.000494979,0
149,3.45396,0.00625,0.005,2.64805e-06,2.87185,0.000489212,0
150,3.47513,0.00625,0.005,2.64502e-06,2.87032,0.000483571,0
151,3.49628,0.00625,0.005,2.64199e-06,2.86881,0.000478054,0
152,3.5174,0.00625,0.005,2.63897e-06,2.86731,0.000472658,0
153,3.5385,0.00625,0.005,2.63596e-06,2.86583,0.000467381,0
154,3.55958,0.00625,0.005,2.63294e-06,2.86437,0.000462219,0
155,3.58063,0.00625,0.005,2.62993e-06,2.86292,0.000457169,0
156,3.60166,0.00625,0.005,2.62693e-06,2.86148,0.000452229,0
157,3.62266,0.00625,0.005,2.62392e-06,2.86007,0.000447396,0
158,3.64364,0.00625,0.005,2.62093e-06,2.85866,0.000442667,0
159,3.6646,0.00625,0.005,2.61793e-06,2.85727,0.00043804,0
160,3.68553,0.00625,0.005,2.61494e-06,2.8559,0.000433512,0
161,3.70643,0.00625,0.005,2.61195e-06,2.85454,0.000429081,0
162,3.72732,0.00625,0.005,2.60896e-06,2.85319,0.000424743,0
163,3.74818,0.00625,0.005,2.60598e-06,2.85186,0.000420496,0
164,3.76901,0.00625,0.005,2.603e-06,2.85054,0.000416337,0
165,3.78983,0.00625,0.005,2.60002e-06,2.84923,0.000412265,0
166,3.81061,0.00625,0.005,2.59705e-06,2.84793,0.000408277,0
167,3.83138,0.00625,0.005,2.59408e-06,2.84665,0.00040437,0
168,3.85212,0.00625,0.005,2.59112e-06,2.84538,0.000400543,0
169,3.87284,0.00625,0.005,2.58816e-06,2.84412,0.000396793,0
170,3.89353,0.00625,0.005,2.5852e-06,2.84288,0.000393118,0
171,3.9142,0.00625,0.005,2.58224e-06,2.84165,0.000389517,0
172,3.93485,0.00625,0.005,2.57929e-06,2.84042,0.000385987,0
173,3.95547,0.00625,0.005,2.57634e-06,2.83921,0.000382527,0
174,3.97607,0.00625,0.005,2.5734e-06,2.83801,0.000379135,0
175,3.99664,0.00625,0.005,2.57045e-06,2.83683,0.000375808,0
176,4.01719,0.00625,0.005,2.56752e-06,2.83565,0.000372545,0
177,4.03772,0.00625,0.005,2.56458e-06,2.83448,0.000369344,0
178,4.05823,0.00625,0.005,2.56165e-06,2.83333,0.000366203,0
179,4.07871,0.00625,0.005,2.55872e-06,2.83218,0.000363121,0
180,4.09917,0.00625,0.005,2.5558e-06,2.83105,0.000360097,0
181,4.1196,0.00625,0.005,2.55287e-06,2.82992,0.000357127,0
182,4.14001,0.00625,0.005,2.54996e-06,2.82881,0.000354212,0
183,4.1604,0.00625,0.005,2.54704e-06,2.8277,0.000351349,0
184,4.18077,0.00625,0.005,2.54413e-06,2.82661,0.000348537,0
185,4.20111,0.00625,0.005,2.54122e-06,2.82552,0.000345774,0
186,4.22143,0.00625,0.005,2.53832e-06,2.82444,0.00034306,0
187,4.24172,0.00625,0.005,2.53541e-06,2.82338,0.000340393,0
188,4.26199,0.00625,0.005,2.53252e-06,2.82232,0.000337771,0
189,4.28224,0.00625,0.005,2.52962e-06,2.82127,0.000335194,0
190,4.30247,0.00625,0.005,2.52673e-06,2.82023,0.00033266,0
191,4.32267,0.00625,0.005,2.52384e-06,2.8192,0.000330168,0
192,4.34285,0.00625,0.005,2.52096e-06,2.81817,0.000327717,0
193,4.363,0.00625,0.005,2.51807e-06,2.81716,0.000325306,0
194,4.38314,0.00625,0.005,2.51519e-06,2.81615,0.000322933,0
195,4.40325,0.00625,0.005,2.51232e-06,2.81515,0.0003206,0
196,4.42333,0.00625,0.005,2.50945e-06,2.81416,0.000318303,0
197,4.4434,0.00625,0.005,2.50658e-06,2.81318,0.000316042,0
198,4.46344,0.00625,0.005,2.50371e-06,2.81221,0.000313816,0
199,4.48346,0.00625,0.005,2.50085e-06,2.81124,0.000311624,0
200,4.50345,0.00625,0.005,2.49799e-06,2.81028,0.000309466,0
201,4.52343,0.00625,0.005,2.49514e-06,2.80933,0.00030734,0
202,4.54338,0.00625,0.005,2.49228e-06,2.80839,0.000305245,0
203,4.5633,0.00625,0.005,2.48944e-06,2.80745,0.000303181,0
204,4.58321,0.00625,0.005,2.48659e-06,2.80652,0.000301147,0
205,4.60309,0.00625,0.005,2.48375e-06,2.8056,0.000299142,0
206,4.62295,0.00625,0.005,2.48091e-06,2.80468,0.000297166,0
207,4.64278,0.00625,0.005,2.47807e-06,2.80377,0.000295218,0
208,4.6626,0.00625,0.005,2.47524e-06,2.80287,0.000293297,0
209,4.68239,0.00625,0.005,2.47241e-06,2.80198,0.000291403,0
210,4.70215,0.00625,0.005,2.46958e-06,2.80109,0.000289535,0
211,4.7219,0.00625,0.005,2.46676e-06,2.80021,0.000287693,0
212,4.74162,0.00625,0.005,2.46394e-06,2.79934,0.000285876,0
213,4.76132,0.00625,0.005,2.46112e-06,2.79847,0.000284084,0
214,4.781,0.00625,0.005,2.45831e-06,2.79761,0.000282316,0
215,4.80066,0.00625,0.005,2.4555e-06,2.79675,0.00028057,0
216,4.82029,0.00625,0.005,2.45269e-06,2.7959,0.000278848,0
217,4.8399,0.00625,0.005,2.44989e-06,2.79506,0.000277148,0
218,4.85949,0.00625,0.005,2.44709e-06,2.79422,0.00027547,0
219,4.87905,0.00625,0.005,2.44429e-06,2.79339,0.000273813,0
220,4.89859,0.00625,0.005,2.4415e-06,2.79257,0.000272178,0
221,4.91812,0.00625,0.005,2.43871e-06,2.79175,0.000270562,0
222,4.93761,0.00625,0.005,2.43592e-06,2.79093,0.000268967,0
223,4.95709,0.00625,0.005,2.43313e-06,2.79013,0.000267391,0
224,4.97654,0.00625,0.005,2.43035e-06,2.78932,0.000265835,0
225,4.99598,0.00625,0.005,2.42757e-06,2.78853,0.000264297,0
226,5.01539,0.00625,0.005,2.4248e-06,2.78774,0.000262778,0
227,5.03477,0.00625,0.005,2.42203e-06,2.78695,0.000261277,0
228,5.05414,0.00625,0.005,2.41926e-06,2.78617,0.000259794,0
229,5.07348,0.00625,0.005,2.41649e-06,2.7854,0.000258328,0
230,5.0928,0.00625,0.005,2.41373e-06,2.78463,0.000256879,0
231,5.1121,0.00625,0.005,2.41097e-06,2.78386,0.000255447,0
232,5.13138,0.00625,0.005,2.40821e-06,2.78311,0.000254032,0
233,5.15063,0.00625,0.005,2.40546e-06,2.78235,0.000252633,0
234,5.16986,0.00625,0.005,2.40271e-06,2.7816,0.000251249,0
235,5.18908,0.00625,0.005,2.39997e-06,2.78086,0.000249882,0
236,5.20826,0.00625,0.005,2.39722e-06,2.78012,0.000248529,0
237,5.22743,0.00625,0.005,2.39448e-06,2.77939,0.000247191,0
238,5.24658,0.00625,0.005,2.39174e-06,2.77866,0.000245868,0
239,5.2657,0.00625,0.005,2.38901e-06,2.77793,0.000244559,0
240,5.2848,0.00625,0.005,2.38628e-06,2.77721,0.000243263,0
241,5.30388,0.00625,0.005,2.38355e-06,2.7765,0.000241982,0
242,5.32294,0.00625,0.005,2.38083e-06,2.77579,0.000240714,0
243,5.34197,0.00625,0.005,2.3781e-06,2.77508,0.000239459,0
244,5.36099,0.00625,0.005,2.37539e-06,2.77438,0.000238217,0
245,5.37998,0.00625,0.005,2.37267e-06,2.77368,0.000236988,0
246,5.39895,0.00625,0.005,2.36996e-06,2.77299,0.000235771,0
247,5.4179,0.00625,0.005,2.36725e-06,2.7723,0.000234567,0
248,5.43683,0.00625,0.005,2.36454e-06,2.77162,0.000233374,0
249,5.45573,0.00625,0.005,2.36184e-06,2.77094,0.000232194,0
250,5.47461,0.00625,0.005,2.35914e-06,2.77026,0.000231025,0
251,5.49348,0.00625,0.005,2.35644e-06,2.76959,0.000229867,0
252,5.51232,0.00625,0.005,2.35375e-06,2.76893,0.000228721,0
253,5.53114,0.00625,0.005,2.35106e-06,2.76826,0.000227587,0
254,5.54993,0.00625,0.005,2.34837e-06,2.76761,0.000226463,0
255,5.56871,0.00625,0.005,2.34569e-06,2.76695,0.00022535,0
256,5.58747,0.00625,0.005,2.34301e-06,2.7663,0.000224247,0
257,5.6062,0.00625,0.005,2.34033e-06,2.76565,0.000223155,0
258,5.62491,0.00625,0.005,2.33765e-06,2.76501,0.000222073,0
259,5.6436,0.00625,0.005,2.33498e-06,2.76437,0.000221001,0
260,5.66227,0.00625,0.005,2.33231e-06,2.76374,0.000219939,0
261,5.68092,0.00625,0.005,2.32964e-06,2.76311,0.000218886,0
262,5.69955,0.00625,0.005,2.32698e-06,2.76248,0.000217844,0
263,5.71815,0.00625,0.005,2.32432e-06,2.76186,0.00021681,0
264,5.73673,0.00625,0.005,2.32166e-06,2.76124,0.000215785,0
265,5.7553,0.00625,0.005,2.31901e-06,2.76062,0.00021477,0
266,5.77384,0.00625,0.005,2.31636e-06,2.76001,0.000213764,0
267,5.79236,0.00625,0.005,2.31371e-06,2.7594,0.000212766,0
268,5.81086,0.00625,0.005,2.31107e-06,2.7588,0.000211777,0
269,5.82934,0.00625,0.005,2.30842e-06,2.75819,0.000210796,0
270,5.84779,0.00625,0.005,2.30578e-06,2.7576,0.000209824,0
271,5.86623,0.00625,0.005,2.30315e-06,2.757,0.000208859,0
272,5.88464,0.00625,0.005,2.30052e-06,2.75641,0.000207903,0
273,5.90304,0.00625,0.005,2.29789e-06,2.75582,0.000206955,0
274,5.92141,0.00625,0.005,2.29526e-06,2.75524,0.000206014,0
275,5.93976,0.00625,0.005,2.29264e-06,2.75466,0.000205081,0
276,5.95809,0.00625,0.005,2.29001e-06,2.75408,0.000204156,0
277,5.9764,0.00625,0.005,2.2874e-06,2.75351,0.000203238,0
278,5.99469,0.00625,0.005,2.28478e-06,2.75293,0.000202328,0
279,6.01296,0.00625,0.005,2.28217e-06,2.75237,0.000201424,0
280,6.0312,0.00625,0.005,2.27956e-06,2.7518,0.000200528,0
281,6.04943,0.00625,0.005,2.27696e-06,2.75124,0.00019964,0
282,6.06764,0.00625,0.005,2.27435e-06,2.75068,0.000198758,0
283,6.08582,0.00625,0.005,2.27175e-06,2.75013,0.000197883,0
284,6.10398,0.00625,0.005,2.26916e-06,2.74958,0.000197014,0
285,6.12213,0.00625,0.005,2.26656e-06,2.74903,0.000196153,0
286,6.14025,0.00625,0.005,2.26397e-06,2.74848,0.000195298,0
287,6.15835,0.00625,0.005,2.26138e-06,2.74794,0.000194449,0
288,6.17643,0.00625,0.005,2.2588e-06,2.7474,0.000193607,0
289,6.19449,0.00625,0.005,2.25622e-06,2.74686,0.000192771,0
290,6.21253,0.00625,0.005,2.25364e-06,2.74633,0.000191941,0
291,6.23055,0.00625,0.005,2.25106e-06,2.7458,0.000191117,0
292,6.24855,0.00625,0.005,2.24849e-06,2.74527,0.0001903,0
293,6.26652,0.00625,0.005,2.24592e-06,2.74474,0.000189488,0
294,6.28448,0.00625,0.005,2.24335e-06,2.74422,0.000188682,0
295,6.30242,0.00625,0.005,2.24078e-06,2.7437,0.000187883,0
296,6.32033,0.00625,0.005,2.23822e-06,2.74319,0.000187089,0
297,6.33823,0.00625,0.005,2.23566e-06,2.74267,0.000186301,0
298,6.35611,0.00625,0.005,2.23311e-06,2.74216,0.000185519,0
299,6.37396,0.00625,0.005,2.23056e-06,2.74165,0.000184743,0
300,6.39179,0.00625,0.005,2.22801e-06,2.74115,0.000183972,0
301,6.40961,0.00625,0.005,2.22546e-06,2.74064,0.000183207,0
302,6.4274,0.00625,0.005,2.22291e-06,2.74014,0.000182447,0
303,6.44517,0.00625,0.005,2.22037e-06,2.73965,0.000181693,0
304,6.46293,0.00625,0.005,2.21784e-06,2.73915,0.000180944,0
305,6.48066,0.00625,0.005,2.2153e-06,2.73866,0.000180201,0
306,6.49837,0.00625,0.005,2.21277e-06,2.73817,0.000179462,0
307,6.51606,0.00625,0.005,2.21024e-06,2.73768,0.000178729,0
308,6.53374,0.00625,0.005,2.20771e-06,2.7372,0.000178001,0
309,6.55139,0.00625,0.005,2.20519e-06,2.73672,0.000177278,0
310,6.56902,0.00625,0.005,2.20267e-06,2.73624,0.00017656,0
311,6.58663,0.00625,0.005,2.20015e-06,2.73576,0.000175847,0
312,6.60422,0.00625,0.005,2.19763e-06,2.73528,0.000175139,0
313,6.62179,0.00625,0.005,2.19512e-06,2.73481,0.000174435,0
314,6.63934,0.00625,0.005,2.19261e-06,2.73434,0.000173737,0
315,6.65687,0.00625,0.005,2.19011e-06,2.73388,0.000173043,0
316,6.67439,0.00625,0.005,2.1876e-06,2.73341,0.000172354,0
317,6.69188,0.00625,0.005,2.1851e-06,2.73295,0.000171669,0
318,6.70935,0.00625,0.005,2.1826e-06,2.73249,0.000170989,0
319,6.7268,0.00625,0.005,2.18011e-06,2.73203,0.000170314,0
320,6.74423,0.00625,0.005,2.17762e-06,2.73158,0.000169644,0
321,6.76164,0.00625,0.005,2.17513e-06,2.73112,0.000168978,0
322,6.77903,0.00625,0.005,2.17264e-06,2.73067,0.000168316,0
323,6.7964,0.00625,0.005,2.17016e-06,2.73022,0.000167659,0
324,6.81375,0.00625,0.005,2.16768e-06,2.72978,0.000167006,0
325,6.83108,0.00625,0.005,2.1652e-06,2.72933,0.000166357,0
326,6.8484,0.00625,0.005,2.16272e-06,2.72889,0.000165712,0
327,6.86569,0.00625,0.005,2.16025e-06,2.72845,0.000165072,0
328,6.88296,0.00625,0.005,2.15778e-06,2.72802,0.000164436,0
329,6.90021,0.00625,0.005,2.15531e-06,2.72758,0.000163804,0
330,6.91745,0.00625,0.005,2.15285e-06,2.72715,0.000163176,0
331,6.93466,0.00625,0.005,2.15039e-06,2.72672,0.000162553,0
332,6.95185,0.00625,0.005,2.14793e-06,2.72629,0.000161933,0
333,6.96903,0.00625,0.005,2.14548e-06,2.72586,0.000161317,0
334,6.98618,0.00625,0.005,2.14302e-06,2.72544,0.000160705,0
335,7.00331,0.00625,0.005,2.14057e-06,2.72501,0.000160098,0
336,7.02043,0.00625,0.005,2.13813e-06,2.72459,0.000159494,0
337,7.03752,0.00625,0.005,2.13568e-06,2.72418,0.000158893,0
338,7.0546,0.00625,0.005,2.13324e-06,2.72376,0.000158297,0
339,7.07166,0.00625,0.005,2.1308e-06,2.72335,0.000157704,0
340,7.08869,0.00625,0.005,2.12837e-06,2.72293,0.000157115,0
341,7.10571,0.00625,0.005,2.12593e-06,2.72252,0.00015653,0
342,7.12271,0.00625,0.005,2.1235e-06,2.72212,0.000155949,0
343,7.13969,0.00625,0.005,2.12107e-06,2.72171,0.000155371,0
344,7.15664,0.00625,0.005,2.11865e-06,2.7213,0.000154797,0
345,7.17358,0.00625,0.005,2.11623e-06,2.7209,0.000154226,0
346,7.1905,0.00625,0.005,2.11381e-06,2.7205,0.000153659,0
347,7.2074,0.00625,0.005,2.11139e-06,2.7201,0.000153095,0
348,7.22429,0.00625,0.005,2.10898e-06,2.71971,0.000152535,0
349,7.24115,0.00625,0.005,2.10657e-06,2.71931,0.000151979,0
350,7.25799,0.00625,0.005,2.10416e-06,2.71892,0.000151426,0
351,7.27481,0.00625,0.005,2.10175e-06,2.71853,0.000150876,0
352,7.29162,0.00625,0.005,2.09935e-06,2.71814,0.00015033,0
353,7.3084,0.00625,0.005,2.09695e-06,2.71775,0.000149787,0
354,7.32517,0.00625,0.005,2.09456e-06,2.71737,0.000149247,0
355,7.34192,0.00625,0.005,2.09216e-06,2.71698,0.000148711,0
356,7.35865,0.00625,0.005,2.08977e-06,2.7166,0.000148177,0
357,7.37535,0.00625,0.005,2.08738e-06,2.71622,0.000147647,0
358,7.39204,0.00625,0.005,2.08499e-06,2.71584,0.000147121,0
359,7.40871,0.00625,0.005,2.08261e-06,2.71547,0.000146597,0
360,7.42537,0.00625,0.005,2.08023e-06,2.71509,0.000146076,0
361,7.442,0.00625,0.005,2.07785e-06,2.71472,0.000145559,0
362,7.45861,0.00625,0.005,2.07548e-06,2.71435,0.000145044,0
363,7.47521,0.00625,0.005,2.0731e-06,2.71398,0.000144533,0
364,7.49178,0.00625,0.005,2.07073e-06,2.71361,0.000144024,0
365,7.50834,0.00625,0.005,2.06837e-06,2.71325,0.000143519,0
366,7.52487,0.00625,0.005,2.066e-06,2.71288,0.000143016,0
367,7.54139,0.00625,0.005,2.06364e-06,2.71252,0.000142517,0
368,7.55789,0.00625,0.005,2.06128e-06,2.71216,0.00014202,0
369,7.57437,0.00625,0.005,2.05893e-06,2.7118,0.000141526,0
370,7.59084,0.00625,0.005,2.05657e-06,2.71144,0.000141035,0
371,7.60728,0.00625,0.005,2.05422e-06,2.71109,0.000140547,0
372,7.6237,0.00625,0.005,2.05187e-06,2.71073,0.000140061,0
373,7.64011,0.00625,0.005,2.04953e-06,2.71038,0.000139579,0
374,7.6565,0.00625,0.005,2.04718e-06,2.71003,0.000139099,0
375,7.67286,0.00625,0.005,2.04484e-06,2.70968,0.000138621,0
376,7.68921,0.00625,0.005,2.04251e-06,2.70933,0.000138147,0
