cellI,x,y,z,V,Ux,Uy,Uz
1813,10.9054,0.03125,0.005,1.58266e-06,3.25299,-0.0175057,0
1814,10.9181,0.03125,0.005,1.58085e-06,3.25964,-0.0192612,0
1815,10.9307,0.03125,0.005,1.57905e-06,3.26692,-0.0213104,0
1816,10.9434,0.03125,0.005,1.57724e-06,3.27491,-0.0237373,0
1817,10.956,0.03125,0.005,1.57544e-06,3.28372,-0.0266625,0
1818,10.9686,0.03125,0.005,1.57364e-06,3.29347,-0.0302656,0
1819,10.9812,0.03125,0.005,1.57184e-06,3.30425,-0.0348262,0
1820,10.9937,0.03125,0.005,1.57004e-06,3.31611,-0.0408047,0
1821,0.0125603,0.04375,0.005,3.14008e-06,3.60028,0.00145745,0
1822,0.0376666,0.04375,0.005,3.13649e-06,3.60095,0.00238249,0
1823,0.0627442,0.04375,0.005,3.13291e-06,3.60168,0.00293474,0
1824,0.0877932,0.04375,0.005,3.12933e-06,3.60228,0.00338598,0
1825,0.112813,0.04375,0.005,3.12575e-06,3.60281,0.00379073,0
1826,0.137805,0.04375,0.005,3.12218e-06,3.60333,0.00413383,0
1827,0.162768,0.04375,0.005,3.11861e-06,3.60384,0.00441834,0
1828,0.187703,0.04375,0.005,3.11504e-06,3.60433,0.00465756,0
1829,0.212609,0.04375,0.005,3.11148e-06,3.60481,0.0048614,0
1830,0.237487,0.04375,0.005,3.10792e-06,3.60528,0.00503534,0
1831,0.262336,0.04375,0.005,3.10437e-06,3.60574,0.00518328,0
1832,0.287156,0.04375,0.005,3.10082e-06,3.60619,0.00530853,0
1833,0.311949,0.04375,0.005,3.09728e-06,3.60663,0.0054142,0
1834,0.336713,0.04375,0.005,3.09374e-06,3.60705,0.00550308,0
1835,0.361449,0.04375,0.005,3.0902e-06,3.60747,0.00557757,0
1836,0.386156,0.04375,0.005,3.08667e-06,3.60787,0.00563961,0
1837,0.410835,0.04375,0.005,3.08314e-06,3.60827,0.00569065,0
1838,0.435486,0.04375,0.005,3.07961e-06,3.60865,0.00573138,0
1839,0.460109,0.04375,0.005,3.07609e-06,3.60902,0.00576353,0
1840,0.484704,0.04375,0.005,3.07258e-06,3.60938,0.00578899,0
1841,0.50927,0.04375,0.005,3.06906e-06,3.60972,0.00580851,0
1842,0.533809,0.04375,0.005,3.06556e-06,3.61005,0.00582279,0
1843,0.558319,0.04375,0.005,3.06205e-06,3.61037,0.00583254,0
1844,0.582802,0.04375,0.005,3.05855e-06,3.61068,0.00583926,0
1845,0.607256,0.04375,0.005,3.05505e-06,3.61097,0.00584366,0
1846,0.631683,0.04375,0.005,3.05156e-06,3.61125,0.00584513,0
1847,0.656081,0.04375,0.005,3.04807e-06,3.61151,0.00584386,0
1848,0.680452,0.04375,0.005,3.04459e-06,3.61176,0.00584025,0
1849,0.704795,0.04375,0.005,3.04111e-06,3.612,0.00583467,0
1850,0.72911,0.04375,0.005,3.03763e-06,3.61222,0.00582745,0
1851,0.753397,0.04375,0.005,3.03416e-06,3.61243,0.00581885,0
1852,0.777656,0.04375,0.005,3.03069e-06,3.61262,0.0058091,0
1853,0.801888,0.04375,0.005,3.02723e-06,3.6128,0.00579842,0
1854,0.826092,0.04375,0.005,3.02377e-06,3.61297,0.00578705,0
1855,0.850268,0.04375,0.005,3.02031e-06,3.61312,0.00577496,0
1856,0.874417,0.04375,0.005,3.01686e-06,3.61325,0.00576221,0
1857,0.898538,0.04375,0.005,3.01341e-06,3.61337,0.00574884,0
1858,0.922631,0.04375,0.005,3.00996e-06,3.61347,0.00573492,0
1859,0.946697,0.04375,0.005,3.00652e-06,3.61357,0.00572048,0
1860,0.970736,0.04375,0.005,3.00309e-06,3.61364,0.00570555,0
1861,0.994747,0.04375,0.005,2.99965e-06,3.6137,0.00569013,0
1862,1.01873,0.04375,0.005,2.99622e-06,3.61375,0.0056743,0
1863,1.04269,0.04375,0.005,2.9928e-06,3.61378,0.0056582,0
1864,1.06662,0.04375,0.005,2.98938e-06,3.61379,0.00564187,0
1865,1.09052,0.04375,0.005,2.98596e-06,3.61379,0.00562535,0
1866,1.11439,0.04375,0.005,2.98255e-06,3.61378,0.00560867,0
1867,1.13824,0.04375,0.005,2.97914e-06,3.61375,0.00559185,0
1868,1.16206,0.04375,0.005,2.97573e-06,3.6137,0.0055749,0
1869,1.18585,0.04375,0.005,2.97233e-06,3.61364,0.00555786,0
1870,1.20961,0.04375,0.005,2.96893e-06,3.61357,0.00554076,0
1871,1.23335,0.04375,0.005,2.96554e-06,3.61347,0.00552362,0
1872,1.25706,0.04375,0.005,2.96215e-06,3.61337,0.00550647,0
1873,1.28075,0.04375,0.005,2.95876e-06,3.61324,0.0054893,0
1874,1.3044,0.04375,0.005,2.95538e-06,3.61311,0.00547163,0
1875,1.32803,0.04375,0.005,2.952e-06,3.61295,0.0054529,0
1876,1.35163,0.04375,0.005,2.94863e-06,3.61279,0.00543339,0
1877,1.37521,0.04375,0.005,2.94526e-06,3.6126,0.0054135,0
1878,1.39876,0.04375,0.005,2.94189e-06,3.6124,0.00539341,0
1879,1.42228,0.04375,0.005,2.93853e-06,3.61218,0.00537323,0
1880,1.44578,0.04375,0.005,2.93517e-06,3.61195,0.00535307,0
1881,1.46924,0.04375,0.005,2.93181e-06,3.6117,0.00533301,0
1882,1.49268,0.04375,0.005,2.92846e-06,3.61143,0.00531299,0
1883,1.5161,0.04375,0.005,2.92511e-06,3.61115,0.00529301,0
1884,1.53949,0.04375,0.005,2.92177e-06,3.61085,0.0052731,0
1885,1.56285,0.04375,0.005,2.91843e-06,3.61053,0.00525327,0
1886,1.58618,0.04375,0.005,2.91509e-06,3.6102,0.00523358,0
1887,1.60949,0.04375,0.005,2.91176e-06,3.60985,0.00521421,0
1888,1.63277,0.04375,0.005,2.90843e-06,3.60949,0.00519524,0
1889,1.65602,0.04375,0.005,2.90511e-06,3.60911,0.00517645,0
1890,1.67925,0.04375,0.005,2.90179e-06,3.60871,0.00515761,0
1891,1.70245,0.04375,0.005,2.89847e-06,3.60829,0.00513862,0
1892,1.72563,0.04375,0.005,2.89515e-06,3.60786,0.00511947,0
1893,1.74877,0.04375,0.005,2.89185e-06,3.60741,0.00510017,0
1894,1.7719,0.04375,0.005,2.88854e-06,3.60694,0.00508073,0
1895,1.79499,0.04375,0.005,2.88524e-06,3.60646,0.00506114,0
1896,1.81806,0.04375,0.005,2.88194e-06,3.60596,0.00504142,0
1897,1.8411,0.04375,0.005,2.87864e-06,3.60544,0.00502164,0
1898,1.86412,0.04375,0.005,2.87535e-06,3.6049,0.00500188,0
1899,1.88711,0.04375,0.005,2.87207e-06,3.60435,0.00498119,0
1900,1.91007,0.04375,0.005,2.86878e-06,3.60378,0.00495954,0
1901,1.93301,0.04375,0.005,2.8655e-06,3.6032,0.00493799,0
1902,1.95592,0.04375,0.005,2.86223e-06,3.6026,0.00491655,0
1903,1.9788,0.04375,0.005,2.85896e-06,3.60198,0.00489513,0
1904,2.00166,0.04375,0.005,2.85569e-06,3.60134,0.00487369,0
1905,2.0245,0.04375,0.005,2.85242e-06,3.60069,0.00485218,0
1906,2.0473,0.04375,0.005,2.84916e-06,3.60002,0.00483057,0
1907,2.07008,0.04375,0.005,2.84591e-06,3.59934,0.00480887,0
1908,2.09284,0.04375,0.005,2.84265e-06,3.59864,0.0047871,0
1909,2.11556,0.04375,0.005,2.8394e-06,3.59792,0.00476526,0
1910,2.13827,0.04375,0.005,2.83616e-06,3.59719,0.00474336,0
1911,2.16094,0.04375,0.005,2.83292e-06,3.59644,0.00472136,0
1912,2.18359,0.04375,0.005,2.82968e-06,3.59567,0.00469927,0
1913,2.20622,0.04375,0.005,2.82644e-06,3.59489,0.00467711,0
1914,2.22882,0.04375,0.005,2.82321e-06,3.59409,0.00465486,0
1915,2.25139,0.04375,0.005,2.81998e-06,3.59328,0.0046325,0
1916,2.27394,0.04375,0.005,2.81676e-06,3.59246,0.00461005,0
1917,2.29646,0.04375,0.005,2.81354e-06,3.59161,0.00458751,0
1918,2.31895,0.04375,0.005,2.81032e-06,3.59076,0.00456486,0
1919,2.34142,0.04375,0.005,2.80711e-06,3.58988,0.00454212,0
1920,2.36387,0.04375,0.005,2.8039e-06,3.589,0.00451929,0
1921,2.38628,0.04375,0.005,2.8007e-06,3.5881,0.00449636,0
1922,2.40868,0.04375,0.005,2.7975e-06,3.58718,0.00447333,0
1923,2.43104,0.04375,0.005,2.7943e-06,3.58625,0.00445017,0
1924,2.45339,0.04375,0.005,2.7911e-06,3.58531,0.0044269,0
1925,2.4757,0.04375,0.005,2.78791e-06,3.58435,0.00440355,0
1926,2.49799,0.04375,0.005,2.78473e-06,3.58338,0.00438011,0
1927,2.52026,0.04375,0.005,2.78154e-06,3.5824,0.00435661,0
1928,2.5425,0.04375,0.005,2.77836e-06,3.5814,0.00433304,0
1929,2.56471,0.04375,0.005,2.77519e-06,3.58039,0.00430941,0
1930,2.5869,0.04375,0.005,2.77201e-06,3.57937,0.00428575,0
1931,2.60906,0.04375,0.005,2.76884e-06,3.57834,0.00426203,0
1932,2.6312,0.04375,0.005,2.76568e-06,3.57729,0.00423827,0
1933,2.65331,0.04375,0.005,2.76252e-06,3.57624,0.00421448,0
1934,2.6754,0.04375,0.005,2.75936e-06,3.57517,0.00419068,0
1935,2.69746,0.04375,0.005,2.75621e-06,3.57409,0.00416687,0
1936,2.7195,0.04375,0.005,2.75305e-06,3.573,0.00414303,0
1937,2.74151,0.04375,0.005,2.74991e-06,3.5719,0.00411918,0
1938,2.7635,0.04375,0.005,2.74676e-06,3.57078,0.00409531,0
1939,2.78546,0.04375,0.005,2.74362e-06,3.56966,0.00407144,0
1940,2.8074,0.04375,0.005,2.74049e-06,3.56853,0.00404756,0
1941,2.82931,0.04375,0.005,2.73735e-06,3.56739,0.00402368,0
1942,2.8512,0.04375,0.005,2.73423e-06,3.56624,0.00399979,0
1943,2.87306,0.04375,0.005,2.7311e-06,3.56509,0.00397591,0
1944,2.89489,0.04375,0.005,2.72798e-06,3.56392,0.00395205,0
1945,2.9167,0.04375,0.005,2.72486e-06,3.56274,0.00392821,0
1946,2.93849,0.04375,0.005,2.72174e-06,3.56156,0.0039044,0
1947,2.96025,0.04375,0.005,2.71863e-06,3.56037,0.00388061,0
1948,2.98199,0.04375,0.005,2.71553e-06,3.55917,0.00385687,0
1949,3.0037,0.04375,0.005,2.71242e-06,3.55797,0.00383316,0
1950,3.02539,0.04375,0.005,2.70932e-06,3.55676,0.0038095,0
1951,3.04705,0.04375,0.005,2.70622e-06,3.55554,0.00378588,0
1952,3.06869,0.04375,0.005,2.70313e-06,3.55432,0.00376231,0
1953,3.0903,0.04375,0.005,2.70004e-06,3.55309,0.00373879,0
1954,3.11189,0.04375,0.005,2.69695e-06,3.55185,0.00371533,0
1955,3.13345,0.04375,0.005,2.69387e-06,3.55061,0.00369193,0
1956,3.15499,0.04375,0.005,2.69079e-06,3.54937,0.00366861,0
1957,3.1765,0.04375,0.005,2.68771e-06,3.54812,0.00364536,0
1958,3.19799,0.04375,0.005,2.68464e-06,3.54687,0.00362219,0
1959,3.21946,0.04375,0.005,2.68157e-06,3.54561,0.0035991,0
1960,3.2409,0.04375,0.005,2.67851e-06,3.54435,0.00357611,0
1961,3.26231,0.04375,0.005,2.67545e-06,3.54308,0.00355323,0
1962,3.28371,0.04375,0.005,2.67239e-06,3.54182,0.00353042,0
1963,3.30507,0.04375,0.005,2.66933e-06,3.54054,0.00350769,0
1964,3.32642,0.04375,0.005,2.66628e-06,3.53927,0.00348506,0
1965,3.34773,0.04375,0.005,2.66323e-06,3.538,0.00346252,0
1966,3.36903,0.04375,0.005,2.66019e-06,3.53672,0.00344008,0
1967,3.3903,0.04375,0.005,2.65715e-06,3.53544,0.00341773,0
1968,3.41154,0.04375,0.005,2.65411e-06,3.53416,0.0033955,0
1969,3.43276,0.04375,0.005,2.65108e-06,3.53288,0.00337337,0
1970,3.45396,0.04375,0.005,2.64805e-06,3.53159,0.00335135,0
1971,3.47513,0.04375,0.005,2.64502e-06,3.53031,0.00332945,0
1972,3.49628,0.04375,0.005,2.64199e-06,3.52902,0.00330767,0
1973,3.5174,0.04375,0.005,2.63897e-06,3.52774,0.00328602,0
1974,3.5385,0.04375,0.005,2.63596e-06,3.52645,0.00326449,0
1975,3.55958,0.04375,0.005,2.63294e-06,3.52517,0.00324309,0
1976,3.58063,0.04375,0.005,2.62993e-06,3.52388,0.00322183,0
1977,3.60166,0.04375,0.005,2.62693e-06,3.5226,0.00320069,0
1978,3.62266,0.04375,0.005,2.62392e-06,3.52131,0.0031797,0
1979,3.64364,0.04375,0.005,2.62093e-06,3.52003,0.00315885,0
1980,3.6646,0.04375,0.005,2.61793e-06,3.51875,0.00313814,0
1981,3.68553,0.04375,0.005,2.61494e-06,3.51747,0.00311758,0
1982,3.70643,0.04375,0.005,2.61195e-06,3.51619,0.00309716,0
1983,3.72732,0.04375,0.005,2.60896e-06,3.51491,0.00307689,0
1984,3.74818,0.04375,0.005,2.60598e-06,3.51364,0.00305676,0
1985,3.76901,0.04375,0.005,2.603e-06,3.51236,0.00303679,0
1986,3.78983,0.04375,0.005,2.60002e-06,3.51109,0.00301696,0
1987,3.81061,0.04375,0.005,2.59705e-06,3.50982,0.00299729,0
1988,3.83138,0.04375,0.005,2.59408e-06,3.50856,0.00297776,0
1989,3.85212,0.04375,0.005,2.59112e-06,3.50729,0.00295839,0
1990,3.87284,0.04375,0.005,2.58816e-06,3.50603,0.00293917,0
1991,3.89353,0.04375,0.005,2.5852e-06,3.50477,0.0029201,0
1992,3.9142,0.04375,0.005,2.58224e-06,3.50352,0.00290119,0
1993,3.93485,0.04375,0.005,2.57929e-06,3.50226,0.00288244,0
1994,3.95547,0.04375,0.005,2.57634e-06,3.50102,0.00286384,0
1995,3.97607,0.04375,0.005,2.5734e-06,3.49977,0.00284539,0
1996,3.99664,0.04375,0.005,2.57045e-06,3.49853,0.00282711,0
1997,4.01719,0.04375,0.005,2.56752e-06,3.49729,0.00280898,0
1998,4.03772,0.04375,0.005,2.56458e-06,3.49605,0.002791,0
1999,4.05823,0.04375,0.005,2.56165e-06,3.49482,0.00277318,0
2000,4.07871,0.04375,0.005,2.55872e-06,3.49359,0.00275552,0
2001,4.09917,0.04375,0.005,2.5558e-06,3.49237,0.00273801,0
2002,4.1196,0.04375,0.005,2.55287e-06,3.49115,0.00272066,0
2003,4.14001,0.04375,0.005,2.54996e-06,3.48993,0.00270346,0
2004,4.1604,0.04375,0.005,2.54704e-06,3.48872,0.00268642,0
2005,4.18077,0.04375,0.005,2.54413e-06,3.48752,0.00266952,0
2006,4.20111,0.04375,0.005,2.54122e-06,3.48631,0.00265278,0
2007,4.22143,0.04375,0.005,2.53832e-06,3.48511,0.00263619,0
2008,4.24172,0.04375,0.005,2.53541e-06,3.48392,0.00261976,0
2009,4.26199,0.04375,0.005,2.53252e-06,3.48273,0.00260346,0
2010,4.28224,0.04375,0.005,2.52962e-06,3.48155,0.00258732,0
2011,4.30247,0.04375,0.005,2.52673e-06,3.48037,0.00257132,0
2012,4.32267,0.04375,0.005,2.52384e-06,3.47919,0.00255547,0
2013,4.34285,0.04375,0.005,2.52096e-06,3.47802,0.00253976,0
2014,4.363,0.04375,0.005,2.51807e-06,3.47685,0.0025242,0
2015,4.38314,0.04375,0.005,2.51519e-06,3.47569,0.00250879,0
2016,4.40325,0.04375,0.005,2.51232e-06,3.47453,0.00249351,0
2017,4.42333,0.04375,0.005,2.50945e-06,3.47338,0.00247839,0
2018,4.4434,0.04375,0.005,2.50658e-06,3.47224,0.0024634,0
2019,4.46344,0.04375,0.005,2.50371e-06,3.47109,0.00244855,0
2020,4.48346,0.04375,0.005,2.50085e-06,3.46996,0.00243384,0
2021,4.50345,0.04375,0.005,2.49799e-06,3.46883,0.00241927,0
2022,4.52343,0.04375,0.005,2.49514e-06,3.4677,0.00240483,0
2023,4.54338,0.04375,0.005,2.49228e-06,3.46658,0.00239052,0
2024,4.5633,0.04375,0.005,2.48944e-06,3.46546,0.00237635,0
2025,4.58321,0.04375,0.005,2.48659e-06,3.46435,0.00236231,0
2026,4.60309,0.04375,0.005,2.48375e-06,3.46324,0.00234839,0
2027,4.62295,0.04375,0.005,2.48091e-06,3.46214,0.00233461,0
2028,4.64278,0.04375,0.005,2.47807e-06,3.46105,0.00232095,0
2029,4.6626,0.04375,0.005,2.47524e-06,3.45995,0.00230742,0
2030,4.68239,0.04375,0.005,2.47241e-06,3.45887,0.00229401,0
2031,4.70215,0.04375,0.005,2.46958e-06,3.45779,0.00228073,0
2032,4.7219,0.04375,0.005,2.46676e-06,3.45671,0.00226757,0
2033,4.74162,0.04375,0.005,2.46394e-06,3.45564,0.00225454,0
2034,4.76132,0.04375,0.005,2.46112e-06,3.45458,0.00224163,0
2035,4.781,0.04375,0.005,2.45831e-06,3.45352,0.00222883,0
2036,4.80066,0.04375,0.005,2.4555e-06,3.45246,0.00221615,0
2037,4.82029,0.04375,0.005,2.45269e-06,3.45141,0.00220359,0
2038,4.8399,0.04375,0.005,2.44989e-06,3.45037,0.00219114,0
2039,4.85949,0.04375,0.005,2.44709e-06,3.44933,0.00217881,0
2040,4.87905,0.04375,0.005,2.44429e-06,3.44829,0.00216658,0
2041,4.89859,0.04375,0.005,2.4415e-06,3.44726,0.00215447,0
2042,4.91812,0.04375,0.005,2.43871e-06,3.44624,0.00214248,0
2043,4.93761,0.04375,0.005,2.43592e-06,3.44522,0.00213058,0
2044,4.95709,0.04375,0.005,2.43313e-06,3.44421,0.0021188,0
2045,4.97654,0.04375,0.005,2.43035e-06,3.4432,0.00210712,0
2046,4.99598,0.04375,0.005,2.42757e-06,3.44219,0.00209554,0
2047,5.01539,0.04375,0.005,2.4248e-06,3.4412,0.00208407,0
2048,5.03477,0.04375,0.005,2.42203e-06,3.4402,0.0020727,0
2049,5.05414,0.04375,0.005,2.41926e-06,3.43921,0.00206143,0
2050,5.07348,0.04375,0.005,2.41649e-06,3.43823,0.00205027,0
2051,5.0928,0.04375,0.005,2.41373e-06,3.43725,0.0020392,0
2052,5.1121,0.04375,0.005,2.41097e-06,3.43628,0.00202823,0
2053,5.13138,0.04375,0.005,2.40821e-06,3.43531,0.00201736,0
2054,5.15063,0.04375,0.005,2.40546e-06,3.43435,0.00200658,0
2055,5.16986,0.04375,0.005,2.40271e-06,3.43339,0.00199591,0
2056,5.18908,0.04375,0.005,2.39997e-06,3.43244,0.00198532,0
2057,5.20826,0.04375,0.005,2.39722e-06,3.43149,0.00197483,0
2058,5.22743,0.04375,0.005,2.39448e-06,3.43054,0.00196444,0
2059,5.24658,0.04375,0.005,2.39174e-06,3.4296,0.00195413,0
2060,5.2657,0.04375,0.005,2.38901e-06,3.42867,0.00194391,0
2061,5.2848,0.04375,0.005,2.38628e-06,3.42774,0.00193378,0
2062,5.30388,0.04375,0.005,2.38355e-06,3.42682,0.00192374,0
2063,5.32294,0.04375,0.005,2.38083e-06,3.4259,0.00191379,0
2064,5.34197,0.04375,0.005,2.3781e-06,3.42498,0.00190393,0
2065,5.36099,0.04375,0.005,2.37539e-06,3.42407,0.00189414,0
2066,5.37998,0.04375,0.005,2.37267e-06,3.42317,0.00188445,0
2067,5.39895,0.04375,0.005,2.36996e-06,3.42227,0.00187483,0
2068,5.4179,0.04375,0.005,2.36725e-06,3.42137,0.0018653,0
2069,5.43683,0.04375,0.005,2.36454e-06,3.42048,0.00185585,0
2070,5.45573,0.04375,0.005,2.36184e-06,3.41959,0.00184648,0
2071,5.47461,0.04375,0.005,2.35914e-06,3.41871,0.00183719,0
2072,5.49348,0.04375,0.005,2.35644e-06,3.41784,0.00182798,0
2073,5.51232,0.04375,0.005,2.35375e-06,3.41696,0.00181885,0
2074,5.53114,0.04375,0.005,2.35106e-06,3.41609,0.0018098,0
2075,5.54993,0.04375,0.005,2.34837e-06,3.41523,0.00180082,0
2076,5.56871,0.04375,0.005,2.34569e-06,3.41437,0.00179192,0
2077,5.58747,0.04375,0.005,2.34301e-06,3.41352,0.0017831,0
2078,5.6062,0.04375,0.005,2.34033e-06,3.41267,0.00177435,0
2079,5.62491,0.04375,0.005,2.33765e-06,3.41182,0.00176567,0
2080,5.6436,0.04375,0.005,2.33498e-06,3.41098,0.00175707,0
2081,5.66227,0.04375,0.005,2.33231e-06,3.41014,0.00174854,0
2082,5.68092,0.04375,0.005,2.32964e-06,3.40931,0.00174008,0
2083,5.69955,0.04375,0.005,2.32698e-06,3.40848,0.00173169,0
2084,5.71815,0.04375,0.005,2.32432e-06,3.40766,0.00172337,0
2085,5.73673,0.04375,0.005,2.32166e-06,3.40684,0.00171512,0
2086,5.7553,0.04375,0.005,2.31901e-06,3.40602,0.00170693,0
2087,5.77384,0.04375,0.005,2.31636e-06,3.40521,0.00169882,0
2088,5.79236,0.04375,0.005,2.31371e-06,3.40441,0.00169077,0
2089,5.81086,0.04375,0.005,2.31107e-06,3.4036,0.00168279,0
2090,5.82934,0.04375,0.005,2.30842e-06,3.4028,0.00167487,0
2091,5.84779,0.04375,0.005,2.30578e-06,3.40201,0.00166702,0
2092,5.86623,0.04375,0.005,2.30315e-06,3.40122,0.00165923,0
2093,5.88464,0.04375,0.005,2.30052e-06,3.40043,0.00165151,0
2094,5.90304,0.04375,0.005,2.29789e-06,3.39965,0.00164384,0
2095,5.92141,0.04375,0.005,2.29526e-06,3.39887,0.00163624,0
2096,5.93976,0.04375,0.005,2.29264e-06,3.3981,0.0016287,0
2097,5.95809,0.04375,0.005,2.29001e-06,3.39733,0.00162122,0
2098,5.9764,0.04375,0.005,2.2874e-06,3.39656,0.0016138,0
2099,5.99469,0.04375,0.005,2.28478e-06,3.3958,0.00160644,0
2100,6.01296,0.04375,0.005,2.28217e-06,3.39504,0.00159913,0
2101,6.0312,0.04375,0.005,2.27956e-06,3.39429,0.00159189,0
2102,6.04943,0.04375,0.005,2.27696e-06,3.39354,0.0015847,0
2103,6.06764,0.04375,0.005,2.27435e-06,3.39279,0.00157757,0
2104,6.08582,0.04375,0.005,2.27175e-06,3.39205,0.0015705,0
2105,6.10398,0.04375,0.005,2.26916e-06,3.39131,0.00156348,0
2106,6.12213,0.04375,0.005,2.26656e-06,3.39057,0.00155652,0
2107,6.14025,0.04375,0.005,2.26397e-06,3.38984,0.00154961,0
2108,6.15835,0.04375,0.005,2.26138e-06,3.38911,0.00154275,0
2109,6.17643,0.04375,0.005,2.2588e-06,3.38839,0.00153594,0
2110,6.19449,0.04375,0.005,2.25622e-06,3.38767,0.00152919,0
2111,6.21253,0.04375,0.005,2.25364e-06,3.38695,0.00152249,0
2112,6.23055,0.04375,0.005,2.25106e-06,3.38624,0.00151584,0
2113,6.24855,0.04375,0.005,2.24849e-06,3.38553,0.00150923,0
2114,6.26652,0.04375,0.005,2.24592e-06,3.38482,0.00150268,0
2115,6.28448,0.04375,0.005,2.24335e-06,3.38412,0.00149618,0
2116,6.30242,0.04375,0.005,2.24078e-06,3.38342,0.00148973,0
2117,6.32033,0.04375,0.005,2.23822e-06,3.38273,0.00148332,0
2118,6.33823,0.04375,0.005,2.23566e-06,3.38203,0.00147697,0
2119,6.35611,0.04375,0.005,2.23311e-06,3.38135,0.00147066,0
2120,6.37396,0.04375,0.005,2.23056e-06,3.38066,0.0014644,0
2121,6.39179,0.04375,0.005,2.22801e-06,3.37998,0.00145819,0
2122,6.40961,0.04375,0.005,2.22546e-06,3.3793,0.00145202,0
2123,6.4274,0.04375,0.005,2.22291e-06,3.37863,0.0014459,0
2124,6.44517,0.04375,0.005,2.22037e-06,3.37796,0.00143982,0
2125,6.46293,0.04375,0.005,2.21784e-06,3.37729,0.00143379,0
2126,6.48066,0.04375,0.005,2.2153e-06,3.37662,0.00142781,0
2127,6.49837,0.04375,0.005,2.21277e-06,3.37596,0.00142186,0
2128,6.51606,0.04375,0.005,2.21024e-06,3.3753,0.00141596,0
2129,6.53374,0.04375,0.005,2.20771e-06,3.37465,0.0014101,0
2130,6.55139,0.04375,0.005,2.20519e-06,3.374,0.00140429,0
2131,6.56902,0.04375,0.005,2.20267e-06,3.37335,0.00139852,0
2132,6.58663,0.04375,0.005,2.20015e-06,3.3727,0.00139278,0
2133,6.60422,0.04375,0.005,2.19763e-06,3.37206,0.00138709,0
2134,6.62179,0.04375,0.005,2.19512e-06,3.37142,0.00138144,0
2135,6.63934,0.04375,0.005,2.19261e-06,3.37079,0.00137583,0
2136,6.65687,0.04375,0.005,2.19011e-06,3.37015,0.00137026,0
2137,6.67439,0.04375,0.005,2.1876e-06,3.36952,0.00136473,0
2138,6.69188,0.04375,0.005,2.1851e-06,3.3689,0.00135924,0
2139,6.70935,0.04375,0.005,2.1826e-06,3.36827,0.00135378,0
2140,6.7268,0.04375,0.005,2.18011e-06,3.36765,0.00134837,0
2141,6.74423,0.04375,0.005,2.17762e-06,3.36704,0.00134299,0
2142,6.76164,0.04375,0.005,2.17513e-06,3.36642,0.00133765,0
2143,6.77903,0.04375,0.005,2.17264e-06,3.36581,0.00133235,0
2144,6.7964,0.04375,0.005,2.17016e-06,3.3652,0.00132709,0
2145,6.81375,0.04375,0.005,2.16768e-06,3.3646,0.00132186,0
2146,6.83108,0.04375,0.005,2.1652e-06,3.36399,0.00131666,0
2147,6.8484,0.04375,0.005,2.16272e-06,3.36339,0.0013115,0
2148,6.86569,0.04375,0.005,2.16025e-06,3.3628,0.00130638,0
2149,6.88296,0.04375,0.005,2.15778e-06,3.3622,0.00130129,0
2150,6.90021,0.04375,0.005,2.15531e-06,3.36161,0.00129624,0
2151,6.91745,0.04375,0.005,2.15285e-06,3.36102,0.00129122,0
2152,6.93466,0.04375,0.005,2.15039e-06,3.36044,0.00128623,0
2153,6.95185,0.04375,0.005,2.14793e-06,3.35985,0.00128128,0
2154,6.96903,0.04375,0.005,2.14548e-06,3.35927,0.00127636,0
2155,6.98618,0.04375,0.005,2.14302e-06,3.3587,0.00127147,0
2156,7.00331,0.04375,0.005,2.14057e-06,3.35812,0.00126661,0
2157,7.02043,0.04375,0.005,2.13813e-06,3.35755,0.00126179,0
2158,7.03752,0.04375,0.005,2.13568e-06,3.35698,0.001257,0
2159,7.0546,0.04375,0.005,2.13324e-06,3.35642,0.00125224,0
2160,7.07166,0.04375,0.005,2.1308e-06,3.35585,0.00124751,0
2161,7.08869,0.04375,0.005,2.12837e-06,3.35529,0.00124281,0
2162,7.10571,0.04375,0.005,2.12593e-06,3.35473,0.00123814,0
2163,7.12271,0.04375,0.005,2.1235e-06,3.35418,0.00123351,0
2164,7.13969,0.04375,0.005,2.12107e-06,3.35362,0.0012289,0
2165,7.15664,0.04375,0.005,2.11865e-06,3.35307,0.00122432,0
2166,7.17358,0.04375,0.005,2.11623e-06,3.35252,0.00121978,0
2167,7.1905,0.04375,0.005,2.11381e-06,3.35198,0.00121526,0
2168,7.2074,0.04375,0.005,2.11139e-06,3.35144,0.00121077,0
2169,7.22429,0.04375,0.005,2.10898e-06,3.3509,0.00120631,0
2170,7.24115,0.04375,0.005,2.10657e-06,3.35036,0.00120188,0
2171,7.25799,0.04375,0.005,2.10416e-06,3.34982,0.00119748,0
2172,7.27481,0.04375,0.005,2.10175e-06,3.34929,0.00119311,0
2173,7.29162,0.04375,0.005,2.09935e-06,3.34876,0.00118876,0
2174,7.3084,0.04375,0.005,2.09695e-06,3.34823,0.00118444,0
2175,7.32517,0.04375,0.005,2.09456e-06,3.3477,0.00118015,0
2176,7.34192,0.04375,0.005,2.09216e-06,3.34718,0.00117589,0
2177,7.35865,0.04375,0.005,2.08977e-06,3.34666,0.00117165,0
2178,7.37535,0.04375,0.005,2.08738e-06,3.34614,0.00116744,0
2179,7.39204,0.04375,0.005,2.08499e-06,3.34563,0.00116326,0
