cellI,x,y,z,V,Ux,Uy,Uz
92,2.20622,0.00625,0.005,2.82644e-06,2.75205,0.00110501,0
93,2.22882,0.00625,0.005,2.82321e-06,2.74865,0.00108148,0
94,2.25139,0.00625,0.005,2.81998e-06,2.74532,0.00105866,0
95,2.27394,0.00625,0.005,2.81676e-06,2.74204,0.00103652,0
96,2.29646,0.00625,0.005,2.81354e-06,2.73882,0.00101504,0
97,2.31895,0.00625,0.005,2.81032e-06,2.73566,0.000994199,0
98,2.34142,0.00625,0.005,2.80711e-06,2.73255,0.000973986,0
99,2.36387,0.00625,0.005,2.8039e-06,2.72949,0.000954378,0
100,2.38628,0.00625,0.005,2.8007e-06,2.72649,0.000935358,0
101,2.40868,0.00625,0.005,2.7975e-06,2.72354,0.000916907,0
102,2.43104,0.00625,0.005,2.7943e-06,2.72063,0.00089901,0
103,2.45339,0.00625,0.005,2.7911e-06,2.71778,0.000881649,0
104,2.4757,0.00625,0.005,2.78791e-06,2.71497,0.000864809,0
105,2.49799,0.00625,0.005,2.78473e-06,2.71221,0.000848474,0
106,2.52026,0.00625,0.005,2.78154e-06,2.70949,0.00083263,0
107,2.5425,0.00625,0.005,2.77836e-06,2.70682,0.000817258,0
108,2.56471,0.00625,0.005,2.77519e-06,2.70419,0.000802343,0
109,2.5869,0.00625,0.005,2.77201e-06,2.7016,0.000787871,0
110,2.60906,0.00625,0.005,2.76884e-06,2.69905,0.000773828,0
111,2.6312,0.00625,0.005,2.76568e-06,2.69655,0.000760203,0
112,2.65331,0.00625,0.005,2.76252e-06,2.69408,0.000746982,0
113,2.6754,0.00625,0.005,2.75936e-06,2.69165,0.000734156,0
114,2.69746,0.00625,0.005,2.75621e-06,2.68926,0.000721712,0
115,2.7195,0.00625,0.005,2.75305e-06,2.6869,0.000709637,0
116,2.74151,0.00625,0.005,2.74991e-06,2.68458,0.000697922,0
117,2.7635,0.00625,0.005,2.74676e-06,2.68229,0.000686552,0
118,2.78546,0.00625,0.005,2.74362e-06,2.68004,0.000675519,0
119,2.8074,0.00625,0.005,2.74049e-06,2.67782,0.000664811,0
120,2.82931,0.00625,0.005,2.73735e-06,2.67563,0.000654418,0
121,2.8512,0.00625,0.005,2.73423e-06,2.67348,0.000644331,0
122,2.87306,0.00625,0.005,2.7311e-06,2.67135,0.000634538,0
123,2.89489,0.00625,0.005,2.72798e-06,2.66926,0.000625029,0
124,2.9167,0.00625,0.005,2.72486e-06,2.66719,0.000615794,0
125,2.93849,0.00625,0.005,2.72174e-06,2.66515,0.000606824,0
126,2.96025,0.00625,0.005,2.71863e-06,2.66315,0.000598109,0
127,2.98199,0.00625,0.005,2.71553e-06,2.66116,0.00058964,0
128,3.0037,0.00625,0.005,2.71242e-06,2.65921,0.00058141,0
129,3.02539,0.00625,0.005,2.70932e-06,2.65728,0.000573409,0
130,3.04705,0.00625,0.005,2.70622e-06,2.65538,0.00056563,0
131,3.06869,0.00625,0.005,2.70313e-06,2.6535,0.000558065,0
132,3.0903,0.00625,0.005,2.70004e-06,2.65165,0.000550705,0
133,3.11189,0.00625,0.005,2.69695e-06,2.64982,0.000543543,0
134,3.13345,0.00625,0.005,2.69387e-06,2.64801,0.000536574,0
135,3.15499,0.00625,0.005,2.69079e-06,2.64623,0.000529789,0
136,3.1765,0.00625,0.005,2.68771e-06,2.64447,0.000523184,0
137,3.19799,0.00625,0.005,2.68464e-06,2.64273,0.00051675,0
138,3.21946,0.00625,0.005,2.68157e-06,2.64101,0.00051048,0
139,3.2409,0.00625,0.005,2.67851e-06,2.63932,0.000504369,0
140,3.26231,0.00625,0.005,2.67545e-06,2.63764,0.000498412,0
141,3.28371,0.00625,0.005,2.67239e-06,2.63599,0.000492602,0
142,3.30507,0.00625,0.005,2.66933e-06,2.63435,0.000486935,0
143,3.32642,0.00625,0.005,2.66628e-06,2.63274,0.000481406,0
144,3.34773,0.00625,0.005,2.66323e-06,2.63114,0.000476011,0
145,3.36903,0.00625,0.005,2.66019e-06,2.62956,0.000470744,0
146,3.3903,0.00625,0.005,2.65715e-06,2.628,0.000465603,0
147,3.41154,0.00625,0.005,2.65411e-06,2.62646,0.000460581,0
148,3.43276,0.00625,0.005,2.65108e-06,2.62494,0.000455677,0
149,3.45396,0.00625,0.005,2.64805e-06,2.62343,0.000450887,0
150,3.47513,0.00625,0.005,2.64502e-06,2.62194,0.000446207,0
151,3.49628,0.00625,0.005,2.64199e-06,2.62047,0.000441633,0
152,3.5174,0.00625,0.005,2.63897e-06,2.61901,0.000437162,0
153,3.5385,0.00625,0.005,2.63596e-06,2.61757,0.000432788,0
154,3.55958,0.00625,0.005,2.63294e-06,2.61614,0.00042851,0
155,3.58063,0.00625,0.005,2.62993e-06,2.61473,0.000424324,0
156,3.60166,0.00625,0.005,2.62693e-06,2.61333,0.000420227,0
157,3.62266,0.00625,0.005,2.62392e-06,2.61195,0.000416215,0
158,3.64364,0.00625,0.005,2.62093e-06,2.61058,0.000412286,0
159,3.6646,0.00625,0.005,2.61793e-06,2.60923,0.000408437,0
160,3.68553,0.00625,0.005,2.61494e-06,2.60789,0.000404665,0
161,3.70643,0.00625,0.005,2.61195e-06,2.60657,0.000400968,0
162,3.72732,0.00625,0.005,2.60896e-06,2.60526,0.000397343,0
163,3.74818,0.00625,0.005,2.60598e-06,2.60396,0.00039379,0
164,3.76901,0.00625,0.005,2.603e-06,2.60267,0.000390305,0
165,3.78983,0.00625,0.005,2.60002e-06,2.6014,0.000386886,0
166,3.81061,0.00625,0.005,2.59705e-06,2.60014,0.000383532,0
167,3.83138,0.00625,0.005,2.59408e-06,2.59889,0.000380239,0
168,3.85212,0.00625,0.005,2.59112e-06,2.59766,0.000377008,0
169,3.87284,0.00625,0.005,2.58816e-06,2.59643,0.000373834,0
170,3.89353,0.00625,0.005,2.5852e-06,2.59522,0.000370716,0
171,3.9142,0.00625,0.005,2.58224e-06,2.59402,0.000367653,0
172,3.93485,0.00625,0.005,2.57929e-06,2.59283,0.000364643,0
173,3.95547,0.00625,0.005,2.57634e-06,2.59165,0.000361684,0
174,3.97607,0.00625,0.005,2.5734e-06,2.59049,0.000358775,0
175,3.99664,0.00625,0.005,2.57045e-06,2.58933,0.000355915,0
176,4.01719,0.00625,0.005,2.56752e-06,2.58819,0.000353102,0
177,4.03772,0.00625,0.005,2.56458e-06,2.58705,0.000350336,0
178,4.05823,0.00625,0.005,2.56165e-06,2.58593,0.000347615,0
179,4.07871,0.00625,0.005,2.55872e-06,2.58481,0.000344937,0
180,4.09917,0.00625,0.005,2.5558e-06,2.58371,0.000342303,0
181,4.1196,0.00625,0.005,2.55287e-06,2.58261,0.00033971,0
182,4.14001,0.00625,0.005,2.54996e-06,2.58153,0.000337157,0
183,4.1604,0.00625,0.005,2.54704e-06,2.58045,0.000334643,0
184,4.18077,0.00625,0.005,2.54413e-06,2.57939,0.000332167,0
185,4.20111,0.00625,0.005,2.54122e-06,2.57833,0.000329728,0
186,4.22143,0.00625,0.005,2.53832e-06,2.57728,0.000327325,0
187,4.24172,0.00625,0.005,2.53541e-06,2.57625,0.000324956,0
188,4.26199,0.00625,0.005,2.53252e-06,2.57522,0.000322622,0
189,4.28224,0.00625,0.005,2.52962e-06,2.5742,0.00032032,0
190,4.30247,0.00625,0.005,2.52673e-06,2.57318,0.00031805,0
191,4.32267,0.00625,0.005,2.52384e-06,2.57218,0.000315811,0
192,4.34285,0.00625,0.005,2.52096e-06,2.57119,0.000313602,0
193,4.363,0.00625,0.005,2.51807e-06,2.5702,0.000311424,0
194,4.38314,0.00625,0.005,2.51519e-06,2.56922,0.000309274,0
195,4.40325,0.00625,0.005,2.51232e-06,2.56825,0.000307153,0
196,4.42333,0.00625,0.005,2.50945e-06,2.56729,0.00030506,0
197,4.4434,0.00625,0.005,2.50658e-06,2.56633,0.000302993,0
198,4.46344,0.00625,0.005,2.50371e-06,2.56539,0.000300954,0
199,4.48346,0.00625,0.005,2.50085e-06,2.56445,0.00029894,0
200,4.50345,0.00625,0.005,2.49799e-06,2.56352,0.000296952,0
201,4.52343,0.00625,0.005,2.49514e-06,2.56259,0.000294988,0
202,4.54338,0.00625,0.005,2.49228e-06,2.56167,0.000293049,0
203,4.5633,0.00625,0.005,2.48944e-06,2.56077,0.000291133,0
204,4.58321,0.00625,0.005,2.48659e-06,2.55986,0.000289239,0
205,4.60309,0.00625,0.005,2.48375e-06,2.55897,0.000287368,0
206,4.62295,0.00625,0.005,2.48091e-06,2.55808,0.000285519,0
207,4.64278,0.00625,0.005,2.47807e-06,2.5572,0.00028369,0
208,4.6626,0.00625,0.005,2.47524e-06,2.55632,0.000281882,0
209,4.68239,0.00625,0.005,2.47241e-06,2.55546,0.000280095,0
210,4.70215,0.00625,0.005,2.46958e-06,2.5546,0.000278328,0
211,4.7219,0.00625,0.005,2.46676e-06,2.55374,0.00027658,0
212,4.74162,0.00625,0.005,2.46394e-06,2.55289,0.000274852,0
213,4.76132,0.00625,0.005,2.46112e-06,2.55205,0.000273143,0
214,4.781,0.00625,0.005,2.45831e-06,2.55122,0.000271453,0
215,4.80066,0.00625,0.005,2.4555e-06,2.55039,0.000269781,0
216,4.82029,0.00625,0.005,2.45269e-06,2.54956,0.000268127,0
217,4.8399,0.00625,0.005,2.44989e-06,2.54875,0.00026649,0
218,4.85949,0.00625,0.005,2.44709e-06,2.54794,0.000264871,0
219,4.87905,0.00625,0.005,2.44429e-06,2.54713,0.000263269,0
220,4.89859,0.00625,0.005,2.4415e-06,2.54634,0.000261682,0
221,4.91812,0.00625,0.005,2.43871e-06,2.54554,0.000260112,0
222,4.93761,0.00625,0.005,2.43592e-06,2.54476,0.000258558,0
223,4.95709,0.00625,0.005,2.43313e-06,2.54397,0.000257019,0
224,4.97654,0.00625,0.005,2.43035e-06,2.5432,0.000255495,0
225,4.99598,0.00625,0.005,2.42757e-06,2.54243,0.000253986,0
226,5.01539,0.00625,0.005,2.4248e-06,2.54166,0.000252492,0
227,5.03477,0.00625,0.005,2.42203e-06,2.54091,0.000251014,0
228,5.05414,0.00625,0.005,2.41926e-06,2.54015,0.00024955,0
229,5.07348,0.00625,0.005,2.41649e-06,2.5394,0.0002481,0
230,5.0928,0.00625,0.005,2.41373e-06,2.53866,0.000246664,0
231,5.1121,0.00625,0.005,2.41097e-06,2.53792,0.000245242,0
232,5.13138,0.00625,0.005,2.40821e-06,2.53719,0.000243834,0
233,5.15063,0.00625,0.005,2.40546e-06,2.53646,0.000242439,0
234,5.16986,0.00625,0.005,2.40271e-06,2.53574,0.000241058,0
235,5.18908,0.00625,0.005,2.39997e-06,2.53503,0.00023969,0
236,5.20826,0.00625,0.005,2.39722e-06,2.53431,0.000238334,0
237,5.22743,0.00625,0.005,2.39448e-06,2.53361,0.000236992,0
238,5.24658,0.00625,0.005,2.39174e-06,2.5329,0.000235661,0
239,5.2657,0.00625,0.005,2.38901e-06,2.53221,0.000234344,0
240,5.2848,0.00625,0.005,2.38628e-06,2.53151,0.000233038,0
241,5.30388,0.00625,0.005,2.38355e-06,2.53083,0.000231745,0
242,5.32294,0.00625,0.005,2.38083e-06,2.53014,0.000230463,0
243,5.34197,0.00625,0.005,2.3781e-06,2.52946,0.000229193,0
244,5.36099,0.00625,0.005,2.37539e-06,2.52879,0.000227934,0
245,5.37998,0.00625,0.005,2.37267e-06,2.52812,0.000226686,0
246,5.39895,0.00625,0.005,2.36996e-06,2.52746,0.000225449,0
247,5.4179,0.00625,0.005,2.36725e-06,2.52679,0.000224223,0
248,5.43683,0.00625,0.005,2.36454e-06,2.52614,0.000223008,0
249,5.45573,0.00625,0.005,2.36184e-06,2.52549,0.000221804,0
250,5.47461,0.00625,0.005,2.35914e-06,2.52484,0.000220611,0
251,5.49348,0.00625,0.005,2.35644e-06,2.5242,0.000219428,0
252,5.51232,0.00625,0.005,2.35375e-06,2.52356,0.000218255,0
253,5.53114,0.00625,0.005,2.35106e-06,2.52292,0.000217094,0
254,5.54993,0.00625,0.005,2.34837e-06,2.52229,0.000215942,0
255,5.56871,0.00625,0.005,2.34569e-06,2.52166,0.000214801,0
256,5.58747,0.00625,0.005,2.34301e-06,2.52104,0.000213669,0
257,5.6062,0.00625,0.005,2.34033e-06,2.52042,0.000212547,0
258,5.62491,0.00625,0.005,2.33765e-06,2.51981,0.000211435,0
259,5.6436,0.00625,0.005,2.33498e-06,2.5192,0.000210332,0
260,5.66227,0.00625,0.005,2.33231e-06,2.51859,0.000209238,0
261,5.68092,0.00625,0.005,2.32964e-06,2.51799,0.000208154,0
262,5.69955,0.00625,0.005,2.32698e-06,2.51739,0.000207078,0
263,5.71815,0.00625,0.005,2.32432e-06,2.51679,0.000206012,0
264,5.73673,0.00625,0.005,2.32166e-06,2.5162,0.000204954,0
265,5.7553,0.00625,0.005,2.31901e-06,2.51562,0.000203905,0
266,5.77384,0.00625,0.005,2.31636e-06,2.51503,0.000202865,0
267,5.79236,0.00625,0.005,2.31371e-06,2.51445,0.000201833,0
268,5.81086,0.00625,0.005,2.31107e-06,2.51387,0.000200809,0
269,5.82934,0.00625,0.005,2.30842e-06,2.5133,0.000199794,0
270,5.84779,0.00625,0.005,2.30578e-06,2.51273,0.000198788,0
271,5.86623,0.00625,0.005,2.30315e-06,2.51217,0.000197789,0
272,5.88464,0.00625,0.005,2.30052e-06,2.5116,0.000196799,0
273,5.90304,0.00625,0.005,2.29789e-06,2.51105,0.000195817,0
274,5.92141,0.00625,0.005,2.29526e-06,2.51049,0.000194842,0
275,5.93976,0.00625,0.005,2.29264e-06,2.50994,0.000193875,0
276,5.95809,0.00625,0.005,2.29001e-06,2.50939,0.000192916,0
277,5.9764,0.00625,0.005,2.2874e-06,2.50884,0.000191965,0
278,5.99469,0.00625,0.005,2.28478e-06,2.5083,0.000191021,0
279,6.01296,0.00625,0.005,2.28217e-06,2.50776,0.000190085,0
280,6.0312,0.00625,0.005,2.27956e-06,2.50723,0.000189156,0
281,6.04943,0.00625,0.005,2.27696e-06,2.5067,0.000188234,0
282,6.06764,0.00625,0.005,2.27435e-06,2.50617,0.000187319,0
283,6.08582,0.00625,0.005,2.27175e-06,2.50564,0.000186411,0
284,6.10398,0.00625,0.005,2.26916e-06,2.50512,0.000185511,0
285,6.12213,0.00625,0.005,2.26656e-06,2.5046,0.000184617,0
286,6.14025,0.00625,0.005,2.26397e-06,2.50408,0.000183731,0
287,6.15835,0.00625,0.005,2.26138e-06,2.50357,0.000182851,0
288,6.17643,0.00625,0.005,2.2588e-06,2.50306,0.000181978,0
289,6.19449,0.00625,0.005,2.25622e-06,2.50255,0.000181111,0
290,6.21253,0.00625,0.005,2.25364e-06,2.50205,0.000180252,0
291,6.23055,0.00625,0.005,2.25106e-06,2.50155,0.000179398,0
292,6.24855,0.00625,0.005,2.24849e-06,2.50105,0.000178552,0
293,6.26652,0.00625,0.005,2.24592e-06,2.50055,0.000177712,0
294,6.28448,0.00625,0.005,2.24335e-06,2.50006,0.000176878,0
295,6.30242,0.00625,0.005,2.24078e-06,2.49957,0.00017605,0
296,6.32033,0.00625,0.005,2.23822e-06,2.49908,0.000175229,0
297,6.33823,0.00625,0.005,2.23566e-06,2.4986,0.000174414,0
298,6.35611,0.00625,0.005,2.23311e-06,2.49812,0.000173604,0
299,6.37396,0.00625,0.005,2.23056e-06,2.49764,0.000172801,0
300,6.39179,0.00625,0.005,2.22801e-06,2.49716,0.000172004,0
301,6.40961,0.00625,0.005,2.22546e-06,2.49669,0.000171212,0
302,6.4274,0.00625,0.005,2.22291e-06,2.49622,0.000170426,0
303,6.44517,0.00625,0.005,2.22037e-06,2.49575,0.000169646,0
304,6.46293,0.00625,0.005,2.21784e-06,2.49529,0.000168872,0
305,6.48066,0.00625,0.005,2.2153e-06,2.49483,0.000168103,0
306,6.49837,0.00625,0.005,2.21277e-06,2.49437,0.00016734,0
307,6.51606,0.00625,0.005,2.21024e-06,2.49391,0.000166582,0
308,6.53374,0.00625,0.005,2.20771e-06,2.49346,0.00016583,0
309,6.55139,0.00625,0.005,2.20519e-06,2.493,0.000165083,0
310,6.56902,0.00625,0.005,2.20267e-06,2.49255,0.000164341,0
311,6.58663,0.00625,0.005,2.20015e-06,2.49211,0.000163605,0
312,6.60422,0.00625,0.005,2.19763e-06,2.49166,0.000162874,0
313,6.62179,0.00625,0.005,2.19512e-06,2.49122,0.000162147,0
314,6.63934,0.00625,0.005,2.19261e-06,2.49078,0.000161427,0
315,6.65687,0.00625,0.005,2.19011e-06,2.49035,0.000160711,0
316,6.67439,0.00625,0.005,2.1876e-06,2.48991,0.00016,0
317,6.69188,0.00625,0.005,2.1851e-06,2.48948,0.000159294,0
318,6.70935,0.00625,0.005,2.1826e-06,2.48905,0.000158593,0
319,6.7268,0.00625,0.005,2.18011e-06,2.48862,0.000157897,0
320,6.74423,0.00625,0.005,2.17762e-06,2.4882,0.000157206,0
321,6.76164,0.00625,0.005,2.17513e-06,2.48777,0.00015652,0
322,6.77903,0.00625,0.005,2.17264e-06,2.48735,0.000155838,0
323,6.7964,0.00625,0.005,2.17016e-06,2.48694,0.000155161,0
324,6.81375,0.00625,0.005,2.16768e-06,2.48652,0.000154489,0
325,6.83108,0.00625,0.005,2.1652e-06,2.48611,0.000153821,0
326,6.8484,0.00625,0.005,2.16272e-06,2.4857,0.000153157,0
327,6.86569,0.00625,0.005,2.16025e-06,2.48529,0.000152499,0
328,6.88296,0.00625,0.005,2.15778e-06,2.48488,0.000151844,0
329,6.90021,0.00625,0.005,2.15531e-06,2.48448,0.000151194,0
330,6.91745,0.00625,0.005,2.15285e-06,2.48407,0.000150549,0
331,6.93466,0.00625,0.005,2.15039e-06,2.48367,0.000149908,0
332,6.95185,0.00625,0.005,2.14793e-06,2.48328,0.000149271,0
333,6.96903,0.00625,0.005,2.14548e-06,2.48288,0.000148638,0
334,6.98618,0.00625,0.005,2.14302e-06,2.48249,0.00014801,0
335,7.00331,0.00625,0.005,2.14057e-06,2.48209,0.000147387,0
336,7.02043,0.00625,0.005,2.13813e-06,2.4817,0.000146767,0
337,7.03752,0.00625,0.005,2.13568e-06,2.48132,0.000146152,0
338,7.0546,0.00625,0.005,2.13324e-06,2.48093,0.00014554,0
339,7.07166,0.00625,0.005,2.1308e-06,2.48055,0.000144933,0
340,7.08869,0.00625,0.005,2.12837e-06,2.48017,0.000144329,0
341,7.10571,0.00625,0.005,2.12593e-06,2.47979,0.00014373,0
342,7.12271,0.00625,0.005,2.1235e-06,2.47941,0.000143134,0
343,7.13969,0.00625,0.005,2.12107e-06,2.47903,0.000142542,0
344,7.15664,0.00625,0.005,2.11865e-06,2.47866,0.000141954,0
345,7.17358,0.00625,0.005,2.11623e-06,2.47829,0.00014137,0
346,7.1905,0.00625,0.005,2.11381e-06,2.47792,0.000140789,0
347,7.2074,0.00625,0.005,2.11139e-06,2.47755,0.000140213,0
348,7.22429,0.00625,0.005,2.10898e-06,2.47719,0.00013964,0
349,7.24115,0.00625,0.005,2.10657e-06,2.47682,0.00013907,0
350,7.25799,0.00625,0.005,2.10416e-06,2.47646,0.000138504,0
351,7.27481,0.00625,0.005,2.10175e-06,2.4761,0.000137942,0
352,7.29162,0.00625,0.005,2.09935e-06,2.47574,0.000137383,0
353,7.3084,0.00625,0.005,2.09695e-06,2.47538,0.000136828,0
354,7.32517,0.00625,0.005,2.09456e-06,2.47503,0.000136277,0
355,7.34192,0.00625,0.005,2.09216e-06,2.47468,0.000135729,0
356,7.35865,0.00625,0.005,2.08977e-06,2.47433,0.000135184,0
357,7.37535,0.00625,0.005,2.08738e-06,2.47398,0.000134643,0
358,7.39204,0.00625,0.005,2.08499e-06,2.47363,0.000134105,0
359,7.40871,0.00625,0.005,2.08261e-06,2.47328,0.00013357,0
360,7.42537,0.00625,0.005,2.08023e-06,2.47294,0.000133039,0
361,7.442,0.00625,0.005,2.07785e-06,2.4726,0.000132511,0
362,7.45861,0.00625,0.005,2.07548e-06,2.47226,0.000131986,0
363,7.47521,0.00625,0.005,2.0731e-06,2.47192,0.000131464,0
364,7.49178,0.00625,0.005,2.07073e-06,2.47158,0.000130945,0
365,7.50834,0.00625,0.005,2.06837e-06,2.47125,0.00013043,0
366,7.52487,0.00625,0.005,2.066e-06,2.47091,0.000129918,0
367,7.54139,0.00625,0.005,2.06364e-06,2.47058,0.000129408,0
368,7.55789,0.00625,0.005,2.06128e-06,2.47025,0.000128902,0
369,7.57437,0.00625,0.005,2.05893e-06,2.46992,0.000128399,0
370,7.59084,0.00625,0.005,2.05657e-06,2.46959,0.000127899,0
371,7.60728,0.00625,0.005,2.05422e-06,2.46927,0.000127401,0
372,7.6237,0.00625,0.005,2.05187e-06,2.46895,0.000126907,0
373,7.64011,0.00625,0.005,2.04953e-06,2.46862,0.000126415,0
374,7.6565,0.00625,0.005,2.04718e-06,2.4683,0.000125927,0
375,7.67286,0.00625,0.005,2.04484e-06,2.46798,0.000125441,0
376,7.68921,0.00625,0.005,2.04251e-06,2.46767,0.000124958,0
