cellI,x,y,z,V,Ux,Uy,Uz
12037,9.63484,0.24375,0.005,1.76433e-06,3.78863,0.00189576,0
12038,9.64894,0.24375,0.005,1.76231e-06,3.78887,0.00186418,0
12039,9.66303,0.24375,0.005,1.7603e-06,3.78912,0.00183106,0
12040,9.67711,0.24375,0.005,1.75828e-06,3.78936,0.00179634,0
12041,9.69117,0.24375,0.005,1.75627e-06,3.7896,0.00175993,0
12042,9.70521,0.24375,0.005,1.75427e-06,3.78985,0.00172175,0
12043,9.71924,0.24375,0.005,1.75226e-06,3.7901,0.00168171,0
12044,9.73325,0.24375,0.005,1.75026e-06,3.79034,0.00163973,0
12045,9.74724,0.24375,0.005,1.74826e-06,3.79059,0.00159572,0
12046,9.76122,0.24375,0.005,1.74626e-06,3.79084,0.00154956,0
12047,9.77518,0.24375,0.005,1.74426e-06,3.79109,0.00150116,0
12048,9.78913,0.24375,0.005,1.74227e-06,3.79134,0.00145041,0
12049,9.80306,0.24375,0.005,1.74028e-06,3.79159,0.00139719,0
12050,9.81697,0.24375,0.005,1.73829e-06,3.79184,0.00134138,0
12051,9.83087,0.24375,0.005,1.7363e-06,3.79209,0.00128287,0
12052,9.84475,0.24375,0.005,1.73432e-06,3.79235,0.0012215,0
12053,9.85862,0.24375,0.005,1.73233e-06,3.79261,0.00115716,0
12054,9.87247,0.24375,0.005,1.73035e-06,3.79286,0.0010897,0
12055,9.8863,0.24375,0.005,1.72837e-06,3.79312,0.00101895,0
12056,9.90012,0.24375,0.005,1.7264e-06,3.79338,0.000944767,0
12057,9.91393,0.24375,0.005,1.72443e-06,3.79365,0.000866981,0
12058,9.92771,0.24375,0.005,1.72245e-06,3.79391,0.000785418,0
12059,9.94149,0.24375,0.005,1.72049e-06,3.79418,0.000699895,0
12060,9.95524,0.24375,0.005,1.71852e-06,3.79445,0.000610219,0
12061,9.96898,0.24375,0.005,1.71655e-06,3.79472,0.00051619,0
12062,9.98271,0.24375,0.005,1.71459e-06,3.79499,0.000417598,0
12063,9.99642,0.24375,0.005,1.71263e-06,3.79527,0.000314222,0
12064,10.0101,0.24375,0.005,1.71067e-06,3.79554,0.000205833,0
12065,10.0238,0.24375,0.005,1.70872e-06,3.79582,9.21865e-05,0
12066,10.0374,0.24375,0.005,1.70677e-06,3.79611,-2.69749e-05,0
12067,10.0511,0.24375,0.005,1.70481e-06,3.79639,-0.000151916,0
12068,10.0647,0.24375,0.005,1.70286e-06,3.79668,-0.000282909,0
12069,10.0783,0.24375,0.005,1.70092e-06,3.79697,-0.000420244,0
12070,10.0919,0.24375,0.005,1.69897e-06,3.79727,-0.000564228,0
12071,10.1055,0.24375,0.005,1.69703e-06,3.79757,-0.000715179,0
12072,10.1191,0.24375,0.005,1.69509e-06,3.79787,-0.000873432,0
12073,10.1326,0.24375,0.005,1.69315e-06,3.79818,-0.00103934,0
12074,10.1462,0.24375,0.005,1.69122e-06,3.79849,-0.00121327,0
12075,10.1597,0.24375,0.005,1.68928e-06,3.7988,-0.00139563,0
12076,10.1732,0.24375,0.005,1.68735e-06,3.79912,-0.00158682,0
12077,10.1867,0.24375,0.005,1.68542e-06,3.79945,-0.00178729,0
12078,10.2002,0.24375,0.005,1.6835e-06,3.79977,-0.00199751,0
12079,10.2136,0.24375,0.005,1.68157e-06,3.80011,-0.00221796,0
12080,10.2271,0.24375,0.005,1.67965e-06,3.80045,-0.00244915,0
12081,10.2405,0.24375,0.005,1.67773e-06,3.80079,-0.00269162,0
12082,10.2539,0.24375,0.005,1.67581e-06,3.80114,-0.00294593,0
12083,10.2673,0.24375,0.005,1.6739e-06,3.8015,-0.00321268,0
12084,10.2807,0.24375,0.005,1.67199e-06,3.80186,-0.00349249,0
12085,10.2941,0.24375,0.005,1.67007e-06,3.80223,-0.00378602,0
12086,10.3074,0.24375,0.005,1.66816e-06,3.8026,-0.00409396,0
12087,10.3208,0.24375,0.005,1.66626e-06,3.80298,-0.00441704,0
12088,10.3341,0.24375,0.005,1.66435e-06,3.80337,-0.00475603,0
12089,10.3474,0.24375,0.005,1.66245e-06,3.80377,-0.00511175,0
12090,10.3607,0.24375,0.005,1.66055e-06,3.80417,-0.00548506,0
12091,10.374,0.24375,0.005,1.65865e-06,3.80459,-0.00587686,0
12092,10.3872,0.24375,0.005,1.65675e-06,3.80501,-0.00628811,0
12093,10.4005,0.24375,0.005,1.65486e-06,3.80544,-0.00671982,0
12094,10.4137,0.24375,0.005,1.65297e-06,3.80588,-0.00717306,0
12095,10.4269,0.24375,0.005,1.65108e-06,3.80633,-0.00764898,0
12096,10.4401,0.24375,0.005,1.64919e-06,3.80678,-0.00814875,0
12097,10.4533,0.24375,0.005,1.64731e-06,3.80725,-0.00867367,0
12098,10.4665,0.24375,0.005,1.64542e-06,3.80773,-0.00922506,0
12099,10.4796,0.24375,0.005,1.64354e-06,3.80822,-0.00980435,0
12100,10.4928,0.24375,0.005,1.64166e-06,3.80872,-0.010413,0
12101,10.5059,0.24375,0.005,1.63979e-06,3.80923,-0.0110527,0
12102,10.519,0.24375,0.005,1.63791e-06,3.80975,-0.011725,0
12103,10.5321,0.24375,0.005,1.63604e-06,3.81028,-0.0124319,0
12104,10.5452,0.24375,0.005,1.63417e-06,3.81083,-0.0131751,0
12105,10.5583,0.24375,0.005,1.6323e-06,3.81138,-0.0139567,0
12106,10.5713,0.24375,0.005,1.63044e-06,3.81195,-0.014779,0
12107,10.5843,0.24375,0.005,1.62857e-06,3.81253,-0.0156441,0
12108,10.5974,0.24375,0.005,1.62671e-06,3.81313,-0.0165546,0
12109,10.6104,0.24375,0.005,1.62485e-06,3.81373,-0.0175129,0
12110,10.6234,0.24375,0.005,1.62299e-06,3.81435,-0.0185218,0
12111,10.6363,0.24375,0.005,1.62114e-06,3.81498,-0.0195843,0
12112,10.6493,0.24375,0.005,1.61928e-06,3.81562,-0.0207034,0
12113,10.6622,0.24375,0.005,1.61743e-06,3.81627,-0.0218824,0
12114,10.6752,0.24375,0.005,1.61558e-06,3.81693,-0.0231248,0
12115,10.6881,0.24375,0.005,1.61374e-06,3.8176,-0.0244343,0
12116,10.701,0.24375,0.005,1.61189e-06,3.81828,-0.0258146,0
12117,10.7139,0.24375,0.005,1.61005e-06,3.81897,-0.02727,0
12118,10.7268,0.24375,0.005,1.60821e-06,3.81966,-0.0288048,0
12119,10.7396,0.24375,0.005,1.60637e-06,3.82036,-0.0304234,0
12120,10.7525,0.24375,0.005,1.60454e-06,3.82105,-0.0321309,0
12121,10.7653,0.24375,0.005,1.6027e-06,3.82175,-0.0339321,0
12122,10.7781,0.24375,0.005,1.60087e-06,3.82244,-0.0358323,0
12123,10.7909,0.24375,0.005,1.59904e-06,3.82313,-0.037837,0
12124,10.8037,0.24375,0.005,1.59721e-06,3.8238,-0.0399517,0
12125,10.8165,0.24375,0.005,1.59538e-06,3.82446,-0.0421823,0
12126,10.8292,0.24375,0.005,1.59356e-06,3.8251,-0.0445346,0
12127,10.842,0.24375,0.005,1.59174e-06,3.8257,-0.0470145,0
12128,10.8547,0.24375,0.005,1.58992e-06,3.82628,-0.0496279,0
12129,10.8674,0.24375,0.005,1.5881e-06,3.8268,-0.0523805,0
12130,10.8801,0.24375,0.005,1.58629e-06,3.82728,-0.0552778,0
12131,10.8928,0.24375,0.005,1.58447e-06,3.82769,-0.0583249,0
12132,10.9054,0.24375,0.005,1.58266e-06,3.82803,-0.0615264,0
12133,10.9181,0.24375,0.005,1.58085e-06,3.82828,-0.0648859,0
12134,10.9307,0.24375,0.005,1.57905e-06,3.82843,-0.0684064,0
12135,10.9434,0.24375,0.005,1.57724e-06,3.82847,-0.0720897,0
12136,10.956,0.24375,0.005,1.57544e-06,3.82837,-0.0759367,0
12137,10.9686,0.24375,0.005,1.57364e-06,3.82813,-0.0799464,0
12138,10.9812,0.24375,0.005,1.57184e-06,3.82771,-0.0841156,0
12139,10.9937,0.24375,0.005,1.57004e-06,3.82712,-0.0884389,0
12140,0.0125603,0.25625,0.005,3.14008e-06,3.60003,0.000375758,0
12141,0.0376666,0.25625,0.005,3.13649e-06,3.60014,0.000747972,0
12142,0.0627442,0.25625,0.005,3.13291e-06,3.60033,0.00110548,0
12143,0.0877932,0.25625,0.005,3.12933e-06,3.60059,0.00144186,0
12144,0.112813,0.25625,0.005,3.12575e-06,3.60091,0.00175333,0
12145,0.137805,0.25625,0.005,3.12218e-06,3.60129,0.00203813,0
12146,0.162768,0.25625,0.005,3.11861e-06,3.60171,0.00229589,0
12147,0.187703,0.25625,0.005,3.11504e-06,3.60218,0.00252713,0
12148,0.212609,0.25625,0.005,3.11148e-06,3.60268,0.002733,0
12149,0.237487,0.25625,0.005,3.10792e-06,3.60322,0.00291502,0
12150,0.262336,0.25625,0.005,3.10437e-06,3.60378,0.00307498,0
12151,0.287156,0.25625,0.005,3.10082e-06,3.60436,0.00321475,0
12152,0.311949,0.25625,0.005,3.09728e-06,3.60496,0.00333623,0
12153,0.336713,0.25625,0.005,3.09374e-06,3.60557,0.00344123,0
12154,0.361449,0.25625,0.005,3.0902e-06,3.6062,0.00353148,0
12155,0.386156,0.25625,0.005,3.08667e-06,3.60684,0.00360859,0
12156,0.410835,0.25625,0.005,3.08314e-06,3.60749,0.00367405,0
12157,0.435486,0.25625,0.005,3.07961e-06,3.60814,0.00372921,0
12158,0.460109,0.25625,0.005,3.07609e-06,3.6088,0.00377529,0
12159,0.484704,0.25625,0.005,3.07258e-06,3.60947,0.0038134,0
12160,0.50927,0.25625,0.005,3.06906e-06,3.61013,0.00384451,0
12161,0.533809,0.25625,0.005,3.06556e-06,3.6108,0.0038695,0
12162,0.558319,0.25625,0.005,3.06205e-06,3.61148,0.00388915,0
12163,0.582802,0.25625,0.005,3.05855e-06,3.61215,0.00390415,0
12164,0.607256,0.25625,0.005,3.05505e-06,3.61282,0.00391509,0
12165,0.631683,0.25625,0.005,3.05156e-06,3.6135,0.00392251,0
12166,0.656081,0.25625,0.005,3.04807e-06,3.61417,0.00392687,0
12167,0.680452,0.25625,0.005,3.04459e-06,3.61484,0.00392859,0
12168,0.704795,0.25625,0.005,3.04111e-06,3.61551,0.00392801,0
12169,0.72911,0.25625,0.005,3.03763e-06,3.61618,0.00392546,0
12170,0.753397,0.25625,0.005,3.03416e-06,3.61684,0.0039212,0
12171,0.777656,0.25625,0.005,3.03069e-06,3.61751,0.00391547,0
12172,0.801888,0.25625,0.005,3.02723e-06,3.61817,0.00390848,0
12173,0.826092,0.25625,0.005,3.02377e-06,3.61883,0.00390042,0
12174,0.850268,0.25625,0.005,3.02031e-06,3.61949,0.00389143,0
12175,0.874417,0.25625,0.005,3.01686e-06,3.62014,0.00388165,0
12176,0.898538,0.25625,0.005,3.01341e-06,3.62079,0.00387121,0
12177,0.922631,0.25625,0.005,3.00996e-06,3.62144,0.00386021,0
12178,0.946697,0.25625,0.005,3.00652e-06,3.62209,0.00384873,0
12179,0.970736,0.25625,0.005,3.00309e-06,3.62273,0.00383685,0
12180,0.994747,0.25625,0.005,2.99965e-06,3.62337,0.00382464,0
12181,1.01873,0.25625,0.005,2.99622e-06,3.62401,0.00381217,0
12182,1.04269,0.25625,0.005,2.9928e-06,3.62465,0.00379948,0
12183,1.06662,0.25625,0.005,2.98938e-06,3.62528,0.00378662,0
12184,1.09052,0.25625,0.005,2.98596e-06,3.62591,0.00377363,0
12185,1.11439,0.25625,0.005,2.98255e-06,3.62653,0.00376055,0
12186,1.13824,0.25625,0.005,2.97914e-06,3.62716,0.0037474,0
12187,1.16206,0.25625,0.005,2.97573e-06,3.62778,0.00373421,0
12188,1.18585,0.25625,0.005,2.97233e-06,3.6284,0.003721,0
12189,1.20961,0.25625,0.005,2.96893e-06,3.62901,0.00370779,0
12190,1.23335,0.25625,0.005,2.96554e-06,3.62962,0.00369459,0
12191,1.25706,0.25625,0.005,2.96215e-06,3.63023,0.00368143,0
12192,1.28075,0.25625,0.005,2.95876e-06,3.63084,0.00366831,0
12193,1.3044,0.25625,0.005,2.95538e-06,3.63144,0.00365524,0
12194,1.32803,0.25625,0.005,2.952e-06,3.63204,0.00364225,0
12195,1.35163,0.25625,0.005,2.94863e-06,3.63264,0.00362932,0
12196,1.37521,0.25625,0.005,2.94526e-06,3.63323,0.00361648,0
12197,1.39876,0.25625,0.005,2.94189e-06,3.63382,0.00360373,0
12198,1.42228,0.25625,0.005,2.93853e-06,3.63441,0.00359107,0
12199,1.44578,0.25625,0.005,2.93517e-06,3.635,0.0035785,0
12200,1.46924,0.25625,0.005,2.93181e-06,3.63558,0.00356603,0
12201,1.49268,0.25625,0.005,2.92846e-06,3.63616,0.00355366,0
12202,1.5161,0.25625,0.005,2.92511e-06,3.63674,0.00354139,0
12203,1.53949,0.25625,0.005,2.92177e-06,3.63731,0.00352923,0
12204,1.56285,0.25625,0.005,2.91843e-06,3.63789,0.00351717,0
12205,1.58618,0.25625,0.005,2.91509e-06,3.63846,0.00350522,0
12206,1.60949,0.25625,0.005,2.91176e-06,3.63902,0.00349338,0
12207,1.63277,0.25625,0.005,2.90843e-06,3.63959,0.00348165,0
12208,1.65602,0.25625,0.005,2.90511e-06,3.64015,0.00347005,0
12209,1.67925,0.25625,0.005,2.90179e-06,3.64071,0.00345856,0
12210,1.70245,0.25625,0.005,2.89847e-06,3.64127,0.0034472,0
12211,1.72563,0.25625,0.005,2.89516e-06,3.64182,0.00343596,0
12212,1.74877,0.25625,0.005,2.89185e-06,3.64237,0.00342485,0
12213,1.7719,0.25625,0.005,2.88854e-06,3.64292,0.00341386,0
12214,1.79499,0.25625,0.005,2.88524e-06,3.64347,0.003403,0
12215,1.81806,0.25625,0.005,2.88194e-06,3.64402,0.00339227,0
12216,1.8411,0.25625,0.005,2.87864e-06,3.64456,0.00338166,0
12217,1.86412,0.25625,0.005,2.87535e-06,3.6451,0.00337118,0
12218,1.88711,0.25625,0.005,2.87207e-06,3.64564,0.00336082,0
12219,1.91007,0.25625,0.005,2.86878e-06,3.64617,0.00335059,0
12220,1.93301,0.25625,0.005,2.8655e-06,3.64671,0.00334048,0
12221,1.95592,0.25625,0.005,2.86223e-06,3.64724,0.0033305,0
12222,1.9788,0.25625,0.005,2.85896e-06,3.64777,0.00332064,0
12223,2.00166,0.25625,0.005,2.85569e-06,3.6483,0.00331091,0
12224,2.0245,0.25625,0.005,2.85242e-06,3.64882,0.0033013,0
12225,2.0473,0.25625,0.005,2.84916e-06,3.64934,0.00329181,0
12226,2.07008,0.25625,0.005,2.84591e-06,3.64987,0.00328244,0
12227,2.09284,0.25625,0.005,2.84265e-06,3.65038,0.00327319,0
12228,2.11556,0.25625,0.005,2.8394e-06,3.6509,0.00326406,0
12229,2.13827,0.25625,0.005,2.83616e-06,3.65142,0.00325504,0
12230,2.16094,0.25625,0.005,2.83292e-06,3.65193,0.00324615,0
12231,2.18359,0.25625,0.005,2.82968e-06,3.65244,0.00323736,0
12232,2.20622,0.25625,0.005,2.82644e-06,3.65295,0.00322869,0
12233,2.22882,0.25625,0.005,2.82321e-06,3.65346,0.00322014,0
12234,2.25139,0.25625,0.005,2.81998e-06,3.65396,0.0032117,0
12235,2.27394,0.25625,0.005,2.81676e-06,3.65446,0.00320338,0
12236,2.29646,0.25625,0.005,2.81354e-06,3.65496,0.00319518,0
12237,2.31895,0.25625,0.005,2.81032e-06,3.65546,0.00318708,0
12238,2.34142,0.25625,0.005,2.80711e-06,3.65596,0.0031791,0
12239,2.36387,0.25625,0.005,2.8039e-06,3.65646,0.00317123,0
12240,2.38628,0.25625,0.005,2.8007e-06,3.65695,0.00316347,0
12241,2.40868,0.25625,0.005,2.7975e-06,3.65744,0.00315582,0
12242,2.43104,0.25625,0.005,2.7943e-06,3.65793,0.00314827,0
12243,2.45339,0.25625,0.005,2.7911e-06,3.65842,0.00314082,0
12244,2.4757,0.25625,0.005,2.78791e-06,3.65891,0.00313348,0
12245,2.49799,0.25625,0.005,2.78473e-06,3.6594,0.00312624,0
12246,2.52026,0.25625,0.005,2.78154e-06,3.65988,0.0031191,0
12247,2.5425,0.25625,0.005,2.77836e-06,3.66036,0.00311205,0
12248,2.56471,0.25625,0.005,2.77519e-06,3.66084,0.0031051,0
12249,2.5869,0.25625,0.005,2.77201e-06,3.66132,0.00309825,0
12250,2.60906,0.25625,0.005,2.76884e-06,3.6618,0.00309148,0
12251,2.6312,0.25625,0.005,2.76568e-06,3.66227,0.00308481,0
12252,2.65331,0.25625,0.005,2.76252e-06,3.66275,0.00307822,0
12253,2.6754,0.25625,0.005,2.75936e-06,3.66322,0.00307172,0
12254,2.69746,0.25625,0.005,2.75621e-06,3.66369,0.00306531,0
12255,2.7195,0.25625,0.005,2.75305e-06,3.66416,0.00305898,0
12256,2.74151,0.25625,0.005,2.74991e-06,3.66463,0.00305273,0
12257,2.7635,0.25625,0.005,2.74676e-06,3.66509,0.00304657,0
12258,2.78546,0.25625,0.005,2.74362e-06,3.66556,0.00304049,0
12259,2.8074,0.25625,0.005,2.74049e-06,3.66602,0.00303449,0
12260,2.82931,0.25625,0.005,2.73735e-06,3.66648,0.00302857,0
12261,2.8512,0.25625,0.005,2.73423e-06,3.66695,0.00302273,0
12262,2.87306,0.25625,0.005,2.7311e-06,3.6674,0.00301696,0
12263,2.89489,0.25625,0.005,2.72798e-06,3.66786,0.00301128,0
12264,2.9167,0.25625,0.005,2.72486e-06,3.66832,0.00300567,0
12265,2.93849,0.25625,0.005,2.72174e-06,3.66877,0.00300013,0
12266,2.96025,0.25625,0.005,2.71863e-06,3.66923,0.00299467,0
12267,2.98199,0.25625,0.005,2.71553e-06,3.66968,0.00298927,0
12268,3.0037,0.25625,0.005,2.71242e-06,3.67013,0.00298394,0
12269,3.02539,0.25625,0.005,2.70932e-06,3.67058,0.00297868,0
12270,3.04705,0.25625,0.005,2.70622e-06,3.67103,0.00297348,0
12271,3.06869,0.25625,0.005,2.70313e-06,3.67148,0.00296835,0
12272,3.0903,0.25625,0.005,2.70004e-06,3.67192,0.00296328,0
12273,3.11189,0.25625,0.005,2.69695e-06,3.67237,0.00295827,0
12274,3.13345,0.25625,0.005,2.69387e-06,3.67281,0.00295332,0
12275,3.15499,0.25625,0.005,2.69079e-06,3.67325,0.00294842,0
12276,3.1765,0.25625,0.005,2.68771e-06,3.67369,0.00294359,0
12277,3.19799,0.25625,0.005,2.68464e-06,3.67413,0.00293881,0
12278,3.21946,0.25625,0.005,2.68157e-06,3.67457,0.00293409,0
12279,3.2409,0.25625,0.005,2.67851e-06,3.67501,0.00292942,0
12280,3.26231,0.25625,0.005,2.67545e-06,3.67545,0.0029248,0
12281,3.28371,0.25625,0.005,2.67239e-06,3.67588,0.00292023,0
12282,3.30507,0.25625,0.005,2.66933e-06,3.67632,0.00291572,0
12283,3.32642,0.25625,0.005,2.66628e-06,3.67675,0.00291125,0
12284,3.34773,0.25625,0.005,2.66323e-06,3.67718,0.00290683,0
12285,3.36903,0.25625,0.005,2.66019e-06,3.67761,0.00290246,0
12286,3.3903,0.25625,0.005,2.65715e-06,3.67804,0.00289813,0
12287,3.41154,0.25625,0.005,2.65411e-06,3.67847,0.00289386,0
12288,3.43276,0.25625,0.005,2.65108e-06,3.67889,0.00288963,0
12289,3.45396,0.25625,0.005,2.64805e-06,3.67932,0.00288545,0
12290,3.47513,0.25625,0.005,2.64502e-06,3.67975,0.00288132,0
12291,3.49628,0.25625,0.005,2.64199e-06,3.68017,0.00287723,0
12292,3.5174,0.25625,0.005,2.63897e-06,3.68059,0.00287318,0
12293,3.5385,0.25625,0.005,2.63596e-06,3.68101,0.00286918,0
12294,3.55958,0.25625,0.005,2.63294e-06,3.68143,0.00286522,0
12295,3.58063,0.25625,0.005,2.62993e-06,3.68185,0.0028613,0
12296,3.60166,0.25625,0.005,2.62693e-06,3.68227,0.00285742,0
12297,3.62266,0.25625,0.005,2.62392e-06,3.68269,0.00285358,0
12298,3.64364,0.25625,0.005,2.62093e-06,3.6831,0.00284978,0
12299,3.6646,0.25625,0.005,2.61793e-06,3.68352,0.00284601,0
12300,3.68553,0.25625,0.005,2.61494e-06,3.68393,0.00284228,0
12301,3.70643,0.25625,0.005,2.61195e-06,3.68435,0.00283858,0
12302,3.72732,0.25625,0.005,2.60896e-06,3.68476,0.00283492,0
12303,3.74818,0.25625,0.005,2.60598e-06,3.68517,0.00283129,0
12304,3.76901,0.25625,0.005,2.603e-06,3.68558,0.0028277,0
12305,3.78983,0.25625,0.005,2.60002e-06,3.68599,0.00282413,0
12306,3.81061,0.25625,0.005,2.59705e-06,3.6864,0.0028206,0
12307,3.83138,0.25625,0.005,2.59408e-06,3.68681,0.00281711,0
12308,3.85212,0.25625,0.005,2.59112e-06,3.68721,0.00281364,0
12309,3.87284,0.25625,0.005,2.58816e-06,3.68762,0.00281021,0
12310,3.89353,0.25625,0.005,2.5852e-06,3.68802,0.0028068,0
12311,3.9142,0.25625,0.005,2.58224e-06,3.68843,0.00280343,0
12312,3.93485,0.25625,0.005,2.57929e-06,3.68883,0.00280008,0
12313,3.95547,0.25625,0.005,2.57634e-06,3.68923,0.00279676,0
12314,3.97607,0.25625,0.005,2.5734e-06,3.68963,0.00279346,0
12315,3.99664,0.25625,0.005,2.57045e-06,3.69003,0.0027902,0
12316,4.01719,0.25625,0.005,2.56752e-06,3.69043,0.00278696,0
12317,4.03772,0.25625,0.005,2.56458e-06,3.69083,0.00278374,0
12318,4.05823,0.25625,0.005,2.56165e-06,3.69122,0.00278056,0
12319,4.07871,0.25625,0.005,2.55872e-06,3.69162,0.0027774,0
12320,4.09917,0.25625,0.005,2.5558e-06,3.69202,0.00277426,0
12321,4.1196,0.25625,0.005,2.55287e-06,3.69241,0.00277116,0
12322,4.14001,0.25625,0.005,2.54996e-06,3.6928,0.00276808,0
12323,4.1604,0.25625,0.005,2.54704e-06,3.6932,0.00276503,0
12324,4.18077,0.25625,0.005,2.54413e-06,3.69359,0.00276201,0
12325,4.20111,0.25625,0.005,2.54122e-06,3.69398,0.00275901,0
12326,4.22143,0.25625,0.005,2.53832e-06,3.69437,0.00275603,0
12327,4.24172,0.25625,0.005,2.53541e-06,3.69476,0.00275308,0
12328,4.26199,0.25625,0.005,2.53252e-06,3.69515,0.00275015,0
12329,4.28224,0.25625,0.005,2.52962e-06,3.69553,0.00274724,0
12330,4.30247,0.25625,0.005,2.52673e-06,3.69592,0.00274436,0
12331,4.32267,0.25625,0.005,2.52384e-06,3.6963,0.00274149,0
12332,4.34285,0.25625,0.005,2.52096e-06,3.69669,0.00273865,0
12333,4.363,0.25625,0.005,2.51807e-06,3.69707,0.00273582,0
12334,4.38314,0.25625,0.005,2.51519e-06,3.69746,0.00273302,0
12335,4.40325,0.25625,0.005,2.51232e-06,3.69784,0.00273024,0
12336,4.42333,0.25625,0.005,2.50945e-06,3.69822,0.00272748,0
12337,4.4434,0.25625,0.005,2.50658e-06,3.6986,0.00272473,0
12338,4.46344,0.25625,0.005,2.50371e-06,3.69898,0.00272201,0
12339,4.48346,0.25625,0.005,2.50085e-06,3.69936,0.00271931,0
12340,4.50345,0.25625,0.005,2.49799e-06,3.69974,0.00271662,0
12341,4.52343,0.25625,0.005,2.49514e-06,3.70012,0.00271396,0
12342,4.54338,0.25625,0.005,2.49228e-06,3.70049,0.00271131,0
12343,4.5633,0.25625,0.005,2.48944e-06,3.70087,0.00270868,0
12344,4.58321,0.25625,0.005,2.48659e-06,3.70124,0.00270607,0
12345,4.60309,0.25625,0.005,2.48375e-06,3.70162,0.00270348,0
12346,4.62295,0.25625,0.005,2.48091e-06,3.70199,0.0027009,0
12347,4.64278,0.25625,0.005,2.47807e-06,3.70236,0.00269834,0
12348,4.6626,0.25625,0.005,2.47524e-06,3.70273,0.00269579,0
12349,4.68239,0.25625,0.005,2.47241e-06,3.70311,0.00269326,0
12350,4.70215,0.25625,0.005,2.46958e-06,3.70348,0.00269075,0
12351,4.7219,0.25625,0.005,2.46676e-06,3.70385,0.00268825,0
12352,4.74162,0.25625,0.005,2.46394e-06,3.70421,0.00268577,0
12353,4.76132,0.25625,0.005,2.46112e-06,3.70458,0.0026833,0
12354,4.781,0.25625,0.005,2.45831e-06,3.70495,0.00268085,0
12355,4.80066,0.25625,0.005,2.4555e-06,3.70532,0.00267842,0
12356,4.82029,0.25625,0.005,2.45269e-06,3.70568,0.00267601,0
12357,4.8399,0.25625,0.005,2.44989e-06,3.70605,0.00267362,0
12358,4.85949,0.25625,0.005,2.44709e-06,3.70641,0.00267124,0
12359,4.87905,0.25625,0.005,2.44429e-06,3.70678,0.00266888,0
12360,4.89859,0.25625,0.005,2.4415e-06,3.70714,0.00266653,0
12361,4.91812,0.25625,0.005,2.43871e-06,3.7075,0.0026642,0
12362,4.93761,0.25625,0.005,2.43592e-06,3.70786,0.00266188,0
12363,4.95709,0.25625,0.005,2.43313e-06,3.70822,0.00265958,0
12364,4.97654,0.25625,0.005,2.43035e-06,3.70858,0.00265729,0
12365,4.99598,0.25625,0.005,2.42757e-06,3.70894,0.00265501,0
12366,5.01539,0.25625,0.005,2.4248e-06,3.7093,0.00265275,0
12367,5.03477,0.25625,0.005,2.42203e-06,3.70966,0.0026505,0
12368,5.05414,0.25625,0.005,2.41926e-06,3.71001,0.00264826,0
12369,5.07348,0.25625,0.005,2.41649e-06,3.71037,0.00264604,0
12370,5.0928,0.25625,0.005,2.41373e-06,3.71073,0.00264383,0
12371,5.1121,0.25625,0.005,2.41097e-06,3.71108,0.00264164,0
12372,5.13138,0.25625,0.005,2.40821e-06,3.71144,0.00263946,0
12373,5.15063,0.25625,0.005,2.40546e-06,3.71179,0.00263729,0
12374,5.16986,0.25625,0.005,2.40271e-06,3.71214,0.00263513,0
12375,5.18908,0.25625,0.005,2.39997e-06,3.71249,0.00263299,0
12376,5.20826,0.25625,0.005,2.39722e-06,3.71285,0.00263086,0
12377,5.22743,0.25625,0.005,2.39448e-06,3.7132,0.00262874,0
12378,5.24658,0.25625,0.005,2.39174e-06,3.71355,0.00262663,0
12379,5.2657,0.25625,0.005,2.38901e-06,3.7139,0.00262454,0
12380,5.2848,0.25625,0.005,2.38628e-06,3.71424,0.00262245,0
12381,5.30388,0.25625,0.005,2.38355e-06,3.71459,0.00262038,0
12382,5.32294,0.25625,0.005,2.38083e-06,3.71494,0.00261832,0
12383,5.34197,0.25625,0.005,2.3781e-06,3.71529,0.00261627,0
12384,5.36099,0.25625,0.005,2.37539e-06,3.71563,0.00261422,0
12385,5.37998,0.25625,0.005,2.37267e-06,3.71598,0.00261219,0
12386,5.39895,0.25625,0.005,2.36996e-06,3.71632,0.00261017,0
12387,5.4179,0.25625,0.005,2.36725e-06,3.71667,0.00260816,0
12388,5.43683,0.25625,0.005,2.36454e-06,3.71701,0.00260616,0
12389,5.45573,0.25625,0.005,2.36184e-06,3.71735,0.00260417,0
12390,5.47461,0.25625,0.005,2.35914e-06,3.7177,0.00260219,0
12391,5.49348,0.25625,0.005,2.35644e-06,3.71804,0.00260022,0
12392,5.51232,0.25625,0.005,2.35375e-06,3.71838,0.00259827,0
12393,5.53114,0.25625,0.005,2.35106e-06,3.71872,0.00259633,0
12394,5.54993,0.25625,0.005,2.34837e-06,3.71906,0.0025944,0
12395,5.56871,0.25625,0.005,2.34569e-06,3.7194,0.00259248,0
12396,5.58747,0.25625,0.005,2.343e-06,3.71973,0.00259058,0
12397,5.6062,0.25625,0.005,2.34033e-06,3.72007,0.00258868,0
12398,5.62491,0.25625,0.005,2.33765e-06,3.72041,0.0025868,0
12399,5.6436,0.25625,0.005,2.33498e-06,3.72075,0.00258492,0
12400,5.66227,0.25625,0.005,2.33231e-06,3.72108,0.00258305,0
12401,5.68092,0.25625,0.005,2.32964e-06,3.72142,0.0025812,0
12402,5.69955,0.25625,0.005,2.32698e-06,3.72175,0.00257935,0
